case;E2SNO (kmol/y);E2S1 (kmol/y);E2RIV (kmol/y);Etot (kmol/y);S1StorFugP (kmol/y);S1StorFugN (kmol/y);S2StorFugP (kmol/y);S2StorFugN (kmol/y);S3StorFugP (kmol/y);S3StorFugN (kmol/y);SNOStorFugP (kmol/y);SNOStorFugN (kmol/y);S1StorPreP (kmol/y);S1StorPreN (kmol/y);S2StorPreP (kmol/y);S2StorPreN (kmol/y);S3StorPreP (kmol/y);S3StorPreN (kmol/y);SNOStorPreP (kmol/y);SNOStorPreN (kmol/y);S1StorIonP (kmol/y);S1StorIonN (kmol/y);S2StorIonP (kmol/y);S2StorIonN (kmol/y);S3StorIonP (kmol/y);S3StorIonN (kmol/y);SNOStorIonP (kmol/y);SNOStorIonN (kmol/y);Fug-stora (kmol/y);Fug-storb (kmol/y);Pre-stora (kmol/y);Pre-storb (kmol/y);Ion-stora (kmol/y);Ion-storb (kmol/y);Fug-Abs (kmol/y);Fug-Sea (kmol/y);Pre-Abs (kmol/y);Pre-Sea (kmol/y);Ion-Abs (kmol/y);Ion-Sea (kmol/y);DecayS1 (kmol/y);DecayS2 (kmol/y);DecayS3 (kmol/y);DecaySNO (kmol/y);Decay (kmol/y);VolatS1 (kmol/y);VolatS2 (kmol/y);VolatS3 (kmol/y);VolatSNO (kmol/y);Volat (kmol/y);Fug-Sed (kmol/y);Pre-Sed (kmol/y);Ion-Sed (kmol/y);RGWStorPFug (kmol/y);RGWStorNFug (kmol/y);RGWStorPPre (kmol/y);RGWStorNPre (kmol/y);RGWStorPIon (kmol/y);RGWStorNIon (kmol/y);RGWS1PFug (kmol/y);RGWS1NFug (kmol/y);RGWS2PFug (kmol/y);RGWS2NFug (kmol/y);RGWS3PFug (kmol/y);RGWS3NFug (kmol/y);RGWS1PPre (kmol/y);RGWS1NPre (kmol/y);RGWS2PPre (kmol/y);RGWS2NPre (kmol/y);RGWS3PPre (kmol/y);RGWS3NPre (kmol/y);RGWS1PIon (kmol/y);RGWS1NIon (kmol/y);RGWS2PIon (kmol/y);RGWS2NIon (kmol/y);RGWS3PIon (kmol/y);RGWS3NIon (kmol/y);RGWDecay (kmol/y)
85-43-8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
1003-52-7;12.683;106.1;225.95;344.73;0;-2.257;0.74976;0;0.4917;0;0.31889;0;0;0;0;0;0;0;0;0;0;-2.82E-07;8.54E-08;0;5.85E-08;0;2.54E-08;0;0;-0.99099;0;0;0;-1.55E-07;-32.112;-150.57;0;0;-1.79E-06;-1.76E-05;-69.496;-31.674;-5.8049;-3.2904;-159.95;-0.82076;0;0;-0.24113;-1.0883;-3.82E-05;0;0;4.37E-02;0;0;0;5.37E-09;0;0;0;0.17568;0;0.40753;0;0;0;0;0;0;0;0;0;2.29E-08;0;5.47E-08;0;-0.62996
1843-03-4;0.27238;2.8403;7.63E-02;3.189;0;-4.37E-04;5.10E-05;0;9.40E-05;0;5.57E-04;0;0;-3.815;0;-0.80946;0;-1.4713;4.14E-03;0;3.53E-09;0;1.66E-08;0;2.17E-07;0;2.02E-07;0;0;-2.67E-04;0;-5.5226;4.04E-07;0;-6.56E-03;-1.22E-02;-3.84E-02;-5.2756;-3.52E-07;-1.45E-05;-0.118;-6.17E-02;-0.11419;-6.21E-03;-0.33616;0;0;0;0;0;-1.48E-03;-7.48E-03;0;8.04E-07;0;0;-7.25E-03;1.56E-08;0;0;0;1.19E-07;0;3.29E-06;0;0;0;0;0;0;0;0;0;2.04E-07;0;5.42E-06;0;-9.06E-06
2044-64-6;0.15906;1.329;2.8399;4.328;0;-3.68E-04;1.81E-05;0;0;-9.55E-05;3.89E-04;0;0;0;0;0;0;0;0;0;0;-6.01E-02;4.61E-02;0;0;-0.2273;2.95E-03;0;0;-4.15E-04;0;0;0;-0.58246;-0.23384;-0.12809;0;0;-0.22903;-3.0275;-4.17E-02;-3.55E-03;-3.65E-03;-3.10E-03;-0.12674;-1.18E-06;0;0;-6.38E-05;-6.50E-05;-7.87E-09;0;0;0;-9.08E-05;0;0;0;-0.2541;0;0;1.44E-05;0;9.26E-05;0;0;0;0;0;0;0;0;0;2.28E-02;0;0.23242;0;-1.21E-03
2226-96-2;0.32712;2.7347;5.8209;8.8829;0;-5.87E-02;1.96E-02;0;1.28E-02;0;6.51E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.72E-02;0;0;0;0;-0.82756;-3.8803;0;0;0;0;-1.8068;-0.82293;-0.15077;-8.56E-02;-4.1473;-2.11E-06;0;0;-2.51E-04;-2.54E-04;-2.27E-06;0;0;1.14E-03;0;0;0;0;0;0;0;4.56E-03;0;1.06E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.64E-02
2403-89-6;6.27E-03;5.25E-02;2.54E-02;8.42E-02;0;-1.13E-03;3.88E-04;0;2.42E-04;0;1.50E-04;0;0;0;0;0;0;0;0;0;0;-2.92E-08;1.08E-08;0;6.62E-09;0;2.79E-09;0;0;-1.58E-04;0;0;0;-3.71E-09;-3.69E-03;-1.84E-02;0;0;-5.01E-08;-4.93E-07;-3.48E-02;-1.55E-02;-2.83E-03;-1.64E-03;-6.19E-02;-3.20E-05;0;0;-3.27E-05;-6.49E-05;-2.60E-07;0;0;2.13E-05;0;0;0;6.49E-10;0;0;0;8.61E-05;0;1.97E-04;0;0;0;0;0;0;0;0;0;2.48E-09;0;5.62E-09;0;-3.05E-04
2627-86-3;0.11145;0.93382;0.17;1.2153;0;-1.07E-03;6.60E-04;0;0;-2.44E-03;3.51E-04;0;0;0;0;0;0;0;0;0;0;-4.27E-02;3.19E-02;0;0;-0.12689;2.06E-03;0;0;-5.95E-03;0;0;0;-0.29191;-1.53E-02;-2.30E-02;0;0;-4.30E-02;-0.70363;-2.23E-02;-3.64E-02;-4.50E-02;-8.98E-04;-0.12813;-1.41E-03;0;0;-2.64E-03;-4.42E-03;-1.30E-06;0;0;0;-3.32E-03;0;0;0;-0.14779;0;0;3.28E-04;0;3.05E-03;0;0;0;0;0;0;0;0;0;1.51E-02;0;0.14649;0;-1.38E-02
2915-57-3;0.88689;9.0212;0.30656;10.215;0;-0.14391;2.08E-03;0;2.74E-04;0;9.67E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.13308;0;0;0;0;-4.47E-02;-0.22852;0;0;0;0;-9.0922;-1.54E-02;-3.70E-04;-3.64E-02;-9.1769;-1.57E-04;0;0;-0.62733;-0.62773;-4.23E-03;0;0;5.66E-09;0;0;0;0;0;0;0;5.77E-07;0;1.55E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;-5.26E-06
3049-71-6;3.82E-02;0.32803;1.1032;1.4694;0;-8.14E-05;0;-3.80E-06;0;-6.91E-06;7.86E-05;0;0;-0.3787;0;-1.38E-02;0;-2.28E-02;7.05E-04;0;2.05E-14;0;0;-5.15E-15;2.56E-13;0;3.97E-13;0;0;-1.21E-04;0;-0.42193;1.50E-12;0;-9.16E-02;-5.08E-02;-7.01E-02;-0.85822;-5.42E-13;-1.95E-11;-1.10E-03;-7.24E-05;-1.32E-04;-7.62E-05;-4.27E-03;0;0;0;0;0;-1.77E-03;-3.62E-02;0;0;-3.53E-07;0;-1.23E-04;0;-1.15E-13;0;0;1.54E-09;0;4.02E-08;0;0;0;0;0;0;0;0;0;2.58E-13;0;7.11E-12;0;-2.52E-06
3407-42-9;0.11103;1.0862;6.69E-02;1.2641;0;-3.12E-02;0;-2.39E-03;0;-7.60E-03;1.81E-03;0;0;-6.77E-08;0;-6.90E-08;0;-1.20E-07;0;-1.10E-04;0;0;0;0;0;0;0;0;0;-3.83E-02;0;-1.10E-04;0;0;-1.11E-02;-8.65E-02;-7.13E-08;-2.05E-05;0;0;-0.76469;-0.23512;-3.26E-02;-2.60E-03;-1.0484;-1.25E-02;0;0;-6.28E-02;-7.82E-02;-1.37E-03;-8.94E-09;0;0;-1.65E-03;0;-5.62E-08;0;0;0;0;2.20E-03;0;2.84E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.39E-03
3710-84-7;2.5941;21.669;15.597;39.86;0;-1.0137;0.70433;0;0;-3.1561;7.52E-02;0;0;0;0;0;0;0;0;0;0;-3.25E-03;2.11E-03;0;0;-1.03E-02;1.58E-04;0;0;-7.5209;0;0;0;-2.32E-02;-3.0769;-26.526;0;0;-4.99E-03;-7.81E-02;-0.23811;-0.64993;-0.82566;-6.35E-03;-2.2192;-0.34876;0;0;-4.83E-02;-0.4093;-6.59E-05;0;0;0;-3.6093;0;0;0;-1.00E-02;0;0;0.35833;0;3.513;0;0;0;0;0;0;0;0;0;1.06E-03;0;1.07E-02;0;-0.26399
4065-45-6;5.49E-02;0.4586;1.4745;1.988;0;-1.18E-04;0;-1.83E-06;1.25E-08;0;1.14E-04;0;0;0;0;0;0;0;0;0;0;-2.13E-02;1.66E-02;0;0;-8.19E-02;1.04E-03;0;0;-1.33E-04;0;0;0;-0.22409;-0.12278;-6.80E-02;0;0;-0.11251;-1.4587;-4.84E-04;-1.02E-05;-2.11E-07;-3.59E-05;-1.80E-03;0;0;0;0;0;-9.58E-08;0;0;0;-1.53E-10;0;0;0;-9.25E-02;0;0;2.09E-06;0;5.43E-07;0;0;0;0;0;0;0;0;0;8.20E-03;0;8.42E-02;0;-1.16E-08
4402-30-6;0.54909;4.5863;9.9509;15.086;0;-0.21214;0.13037;0;0;-4.97E-02;1.44E-02;0;0;0;0;0;0;0;0;0;0;-2.47E-08;1.62E-08;0;0;-4.72E-09;1.32E-09;0;0;-0.36876;0;0;0;-4.40E-08;-1.5558;-9.6962;0;0;-9.16E-08;-1.11E-06;-0.52993;-1.0606;-0.95276;-1.46E-02;-3.463;-1.59E-04;0;0;-2.00E-03;-2.16E-03;-4.62E-06;0;0;0;-0.20691;0;0;0;-2.81E-08;0;0;5.48E-02;0;0.41823;0;0;0;0;0;0;0;0;0;6.67E-09;0;5.03E-08;0;-0.26626
4651-67-6;9.20E-02;0.78196;1.5233;2.3973;0;-2.37E-04;3.95E-05;0;0;-1.84E-04;1.87E-04;0;0;-3.42E-07;0;-3.68E-07;0;-6.77E-07;0;-2.13E-04;0;-3.58E-02;2.76E-02;0;0;-0.13132;1.89E-03;0;0;-5.74E-04;0;-2.15E-04;0;-0.33148;-0.12553;-7.02E-02;-1.79E-07;-2.10E-05;-0.12499;-1.6596;-2.63E-02;-5.36E-03;-7.01E-03;-1.83E-03;-8.46E-02;0;0;0;0;0;-1.66E-04;-7.27E-08;0;0;-1.76E-04;0;-8.04E-07;0;-0.14714;0;0;4.68E-06;0;3.90E-05;0;0;0;0;0;0;0;0;0;1.35E-02;0;0.1361;0;-2.34E-03
04-12-17;0.20168;1.6856;3.3283;5.2156;0;-1.13E-02;3.21E-03;0;1.29E-03;0;3.32E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-9.28E-03;0;0;0;0;-0.441;-1.5603;0;0;0;0;-1.4576;-0.27468;-2.31E-02;-9.85E-02;-3.2041;-5.54E-05;0;0;-6.24E-04;-6.81E-04;-4.66E-08;0;0;9.93E-05;0;0;0;0;0;0;0;6.49E-04;0;7.27E-04;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.51E-03
5413-60-5;7.17E-02;0.61286;9.99E-02;0.78439;0;-3.15E-02;5.36E-03;0;4.88E-03;0;3.75E-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.65E-02;0;0;0;0;-1.48E-02;-0.11506;0;0;0;0;-0.23534;-0.19073;-6.90E-02;-8.27E-04;-0.52853;-1.49E-02;0;0;-6.69E-02;-0.10942;-8.20E-05;0;0;0;-5.97E-04;0;0;0;0;0;0;2.71E-03;0;1.02E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.23E-02
6358-30-1;2.0377;21.241;0.69209;23.971;0;-2.85E-03;0;-8.75E-02;0;-0.19732;6.16E-03;0;0;-23.01;2.72E-02;0;6.64E-02;0;2.94E-02;0;0;0;0;0;0;0;0;0;0;-0.27769;0;-22.891;0;0;-6.16E-02;-0.20052;-4.10E-02;-0.25393;0;0;-0.52103;-0.24935;-0.4251;-2.17E-02;-1.2675;0;0;0;0;0;-8.44E-03;-2.02E-02;0;0;-1.31E-05;0;-2.43E-03;0;0;0;0;1.20E-06;0;3.28E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.79E-05
6448-95-9;1.96E-03;2.04E-02;9.98E-04;2.33E-02;0;-8.42E-05;4.27E-05;0;2.16E-06;0;3.40E-05;0;0;-2.03E-08;0;-2.08E-08;0;-3.70E-08;0;-2.22E-06;0;-1.80E-06;1.01E-06;0;7.72E-08;0;7.24E-07;0;0;-1.31E-06;0;-2.32E-06;8.47E-07;0;-1.45E-04;-7.78E-04;-8.98E-09;-2.87E-06;-1.95E-06;-1.99E-05;-2.08E-02;-1.17E-03;-4.19E-05;-1.65E-04;-2.24E-02;0;0;0;0;0;-2.83E-05;-1.14E-09;0;0;-8.42E-08;0;-8.76E-10;0;-6.74E-10;0;0;1.29E-07;0;4.80E-08;0;0;0;0;0;0;0;0;0;8.88E-07;0;4.13E-07;0;-1.41E-06
6731-36-8;0.3838;3.928;0.13604;4.448;0;-1.2743;0;-3.78E-02;0;-3.34E-04;1.73E-04;0;0;-1.01E-04;0;-1.05E-04;0;-1.90E-04;0;-3.24E-04;0;0;0;0;0;0;0;0;0;-1.313;0;-7.23E-04;0;0;-1.76E-02;-0.10318;-4.40E-07;-1.84E-05;0;0;-2.5764;-3.28E-02;-1.64E-04;-5.92E-05;-2.6123;-4.56E-03;0;0;-0.38123;-0.39876;-2.71E-03;-1.19E-06;0;0;-1.94E-05;0;-2.73E-06;0;0;0;0;2.50E-05;0;1.09E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;-8.62E-06
7173-62-8;3.2093;32.795;1.0515;37.056;0;-5.92E-03;1.12E-04;0;0;-4.30E-04;6.86E-03;0;0;-1.39E-03;0;-2.79E-03;0;-1.51E-03;0;-4.23E-03;0;-1.5492;1.3078;0;0;-6.2429;5.58E-02;0;0;-9.94E-05;0;-1.04E-02;0;-13.301;-8.98E-02;-5.67E-02;-1.49E-04;-4.03E-02;-1.3225;-21.758;-0.45023;-8.99E-03;-1.12E-02;-2.65E-02;-0.51303;-1.62E-06;0;0;-5.33E-03;-5.33E-03;-2.61E-03;-3.71E-04;0;0;-6.26E-04;0;-8.70E-06;0;-6.8639;0;0;1.41E-07;0;1.23E-06;0;0;0;0;0;0;0;0;0;0.63349;0;6.2353;0;-3.51E-03
10097-02-6;4.53E-02;0.37933;0.74899;1.1737;0;-1.01E-04;7.84E-07;0;0;-1.28E-05;9.54E-05;0;0;0;0;0;0;0;0;0;0;-1.77E-02;1.36E-02;0;0;-6.76E-02;8.55E-04;0;0;-9.74E-05;0;0;0;-0.1711;-6.24E-02;-3.48E-02;0;0;-6.29E-02;-0.84229;0;0;0;0;0;-4.70E-09;0;0;-1.03E-06;-1.04E-06;-9.20E-10;0;0;0;-1.22E-05;0;0;0;-7.53E-02;0;0;2.89E-06;0;1.26E-05;0;0;0;0;0;0;0;0;0;6.73E-03;0;6.86E-02;0;0
12236-64-5;4.97E-03;4.20E-02;0.13087;0.1778;0;-4.10E-04;2.51E-04;0;5.53E-06;0;1.08E-04;0;0;-3.16E-08;0;-3.31E-08;0;-5.96E-08;0;-1.15E-05;0;-6.68E-11;2.86E-11;0;7.18E-13;0;1.13E-11;0;0;-6.28E-04;0;-1.17E-05;0;-8.63E-11;-1.90E-02;-9.74E-02;-1.31E-08;-3.44E-06;-1.02E-09;-1.06E-08;-4.19E-02;-4.13E-03;-1.96E-04;-5.29E-04;-6.06E-02;0;0;0;0;0;-1.78E-04;-2.61E-09;0;0;-1.01E-06;0;-3.14E-08;0;-7.22E-14;0;0;1.05E-05;0;4.78E-06;0;0;0;0;0;0;0;0;0;1.18E-11;0;6.79E-12;0;-1.62E-05
13472-08-7;0.33506;2.9944;0.42626;3.7556;0;-0.11627;4.44E-02;0;3.00E-02;0;8.52E-03;0;0;-7.11E-10;0;-2.41E-10;1.34E-10;0;0;-2.95E-04;0;0;0;0;0;0;0;0;0;-6.26E-03;0;-2.95E-04;0;0;-7.77E-02;-0.64279;-5.50E-08;-2.72E-05;0;0;-1.2538;-1.1071;-0.39653;-3.43E-02;-3.0259;-7.51E-04;0;0;-1.58E-03;-2.34E-03;-2.48E-04;-7.40E-09;0;0;-1.61E-03;4.39E-10;0;0;0;0;0;1.43E-02;0;5.61E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;-6.89E-02
14657-64-8;1.1414;9.5479;18.829;29.518;0;-2.46E-03;7.35E-05;0;2.30E-06;0;2.24E-03;0;0;0;0;0;0;0;0;0;0;-0.40603;0.30847;0;0;-1.5603;2.02E-02;0;0;-1.50E-03;0;0;0;-3.9516;-1.5115;-0.78466;0;0;-1.4835;-19.477;-0.84792;-1.66E-02;-3.78E-04;-6.55E-02;-2.3191;-1.92E-11;0;0;-5.51E-09;-5.53E-09;-8.61E-08;0;0;0;-4.04E-07;0;0;0;-1.7303;0;0;3.71E-05;0;9.92E-06;0;0;0;0;0;0;0;0;0;0.155;0;1.5751;0;-2.85E-05
16712-64-4;9.64E-02;0.80843;0.83213;1.737;0;-2.23E-04;2.06E-05;0;0;-7.44E-05;1.92E-04;0;0;0;0;0;0;0;0;-1.40E-04;0;-3.46E-02;2.62E-02;0;0;-0.12536;1.86E-03;0;0;-2.28E-04;0;-1.40E-04;0;-0.29872;-6.69E-02;-3.55E-02;0;0;-7.88E-02;-1.0933;-7.44E-02;-7.56E-03;-8.72E-03;-5.61E-03;-0.16364;-6.05E-09;0;0;-2.73E-06;-2.73E-06;-3.56E-06;0;0;0;-6.93E-05;0;0;0;-0.13938;0;0;8.33E-06;0;6.23E-05;0;0;0;0;0;0;0;0;0;1.29E-02;0;0.12933;0;-2.87E-03
18479-58-8;8.7262;76.363;11.846;96.936;0;-2.1429;0.4211;0;0.16863;0;7.15E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.3414;0;0;0;0;-1.6133;-8.6339;0;0;0;0;-56.899;-14.212;-1.8096;-0.62876;-76.796;-0.72486;0;0;-7.1263;-8.5449;-5.00E-03;0;0;1.30E-02;0;0;0;0;0;0;0;7.11E-02;0;0.10637;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.1907
20298-69-5;2.2421;20.68;2.151;25.074;0;-0.80353;0.16554;0;0;-2.04E-02;1.13E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.64026;0;0;0;0;-0.19115;-1.2739;0;0;0;0;-15.333;-3.4456;-0.38046;-1.82E-03;-19.315;-0.37343;0;0;-2.2285;-3.6486;-4.83E-03;0;0;0;-7.93E-03;0;0;0;0;0;0;2.22E-02;0;2.26E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.70E-02
22984-54-9;1.6601;17.298;0.48163;19.44;0;-3.7563;0;-1.7877;0;-0.23195;5.50E-04;0;0;-6.79E-07;0;-6.96E-07;0;-1.26E-06;0;-4.87E-05;0;0;0;0;0;0;0;0;0;-5.7813;0;-5.19E-05;0;0;-4.48E-02;-0.34966;-8.14E-08;-7.74E-06;0;0;-8.9142;-1.576;-0.1002;-1.81E-04;-10.606;-0.56363;0;0;-1.6528;-2.6487;-8.94E-03;-9.85E-08;0;0;-2.21E-02;0;-4.49E-07;0;0;0;0;1.94E-02;0;1.02E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;-7.45E-03
30674-80-7;0.12343;1.0365;0.16226;1.3222;0;-3.24E-02;8.04E-03;0;7.19E-03;0;2.85E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-7.34E-03;0;0;0;0;-2.61E-02;-0.17615;0;0;0;0;-0.53346;-0.34046;-8.67E-02;-1.68E-02;-1.0486;-2.01E-02;0;0;-4.12E-02;-6.39E-02;-1.12E-05;0;0;5.03E-04;0;0;0;0;0;0;0;2.82E-03;0;8.48E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.18E-02
33329-35-0;8.44E-02;0.70656;1.3296;2.1205;0;-1.85E-04;0;-1.00E-06;0;-7.38E-06;1.75E-04;0;0;0;0;0;0;0;0;0;0;-3.29E-02;2.52E-02;0;0;-0.12571;1.59E-03;0;0;-1.41E-04;0;0;0;-0.31614;-0.11075;-6.16E-02;0;0;-0.11283;-1.5157;-1.26E-03;-4.74E-05;-2.84E-05;-9.25E-05;-3.36E-03;-5.74E-11;0;0;-1.01E-08;-1.01E-08;-1.72E-07;0;0;0;-1.12E-05;0;0;0;-0.1399;0;0;4.12E-06;0;9.84E-06;0;0;0;0;0;0;0;0;0;1.25E-02;0;0.12739;0;-8.30E-06
35636-63-6;1.22E-02;0.1017;0.2151;0.32896;0;-2.12E-03;7.96E-04;0;4.40E-04;0;2.09E-04;0;0;0;0;0;0;0;0;0;0;-3.21E-04;1.28E-04;0;7.06E-05;0;2.81E-05;0;0;-9.13E-04;0;0;0;-1.19E-04;-2.87E-02;-0.12723;0;0;-2.04E-03;-1.98E-02;-6.67E-02;-3.08E-02;-5.88E-03;-2.93E-03;-0.1502;0;0;0;0;0;-4.15E-06;0;0;3.66E-05;0;0;0;6.57E-06;0;0;0;1.58E-04;0;3.75E-04;0;0;0;0;0;0;0;0;0;2.83E-05;0;6.71E-05;0;-6.75E-04
37971-36-1;5.7596;48.053;102.99;156.8;0;-1.24E-02;6.25E-07;0;6.03E-06;0;1.17E-02;0;0;0;0;0;0;0;0;0;0;-2.1728;1.6624;0;0;-8.3206;0.10671;0;0;-8.99E-03;0;0;0;-21.301;-8.4766;-4.6023;0;0;-8.3113;-109.89;-1.4747;-2.95E-02;-5.77E-04;-0.11111;-4.2133;0;0;0;0;0;-7.08E-09;0;0;0;-2.55E-07;0;0;0;-9.2732;0;0;2.07E-04;-2.27E-06;5.29E-05;-1.44E-06;0;0;0;0;0;0;0;0;0.82829;0;8.4432;0;-1.52E-05
42019-78-3;0.26202;2.2914;2.7455;5.2989;0;-6.71E-02;4.51E-02;0;0;-6.40E-02;5.03E-03;0;0;-1.52E-09;1.82E-10;0;2.05E-09;0;0;-4.62E-04;0;-3.08E-02;2.11E-02;0;0;-2.85E-02;1.67E-03;0;0;-0.13424;0;-4.62E-04;0;-6.28E-02;-0.36303;-1.9424;-9.22E-08;-4.53E-05;-7.51E-02;-0.91766;-0.4151;-0.64263;-0.428;-7.26E-03;-1.7983;-6.04E-05;0;0;-8.85E-04;-9.47E-04;-3.97E-03;-1.59E-08;0;0;-5.42E-02;4.86E-09;0;0;-2.92E-02;0;0;1.37E-02;0;8.16E-02;0;0;0;0;0;0;0;0;0;1.13E-02;0;7.34E-02;0;-9.67E-02
53306-54-0;64.659;675.26;18.274;758.19;0;-4.76E-02;0;-5.6559;0;-11.71;0.35766;0;0;-669.46;5.65E-02;0;1.3031;0;0.68393;0;0;0;0;0;0;0;0;0;0;-16.786;0;-667.53;0;0;-1.8175;-18.391;-1.0934;-7.8613;0;0;-103.44;-37.833;-67.173;-2.6364;-215.23;-1.60E-06;0;0;-6.7529;-6.7529;-0.20711;-0.94599;0;0;-6.16E-05;0;-0.24458;0;0;0;0;6.96E-05;0;3.26E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.78E-03
56519-71-2;7.99E-03;8.07E-02;2.46E-03;9.11E-02;0;-8.81E-04;9.89E-06;0;2.14E-06;0;8.74E-05;0;0;-5.79E-09;0;-5.22E-09;0;-8.51E-09;0;-3.48E-07;0;0;0;0;0;0;0;0;0;-7.90E-04;0;-3.73E-07;0;0;-3.51E-04;-1.63E-03;-1.05E-08;-3.93E-06;0;0;-8.19E-02;-5.76E-05;-2.31E-06;-8.87E-04;-8.34E-02;-5.72E-07;0;0;-4.97E-03;-4.97E-03;-2.30E-05;-6.05E-10;0;5.87E-10;0;0;-5.64E-11;0;0;0;0;9.26E-10;0;4.81E-10;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.20E-08
58190-57-1;1.39E-02;0.14411;4.28E-03;0.16229;0;-6.65E-03;1.81E-03;0;2.99E-04;0;6.39E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4.28E-03;0;0;0;0;-4.06E-04;-3.41E-03;0;0;0;0;-9.33E-02;-3.11E-02;-5.39E-03;-1.83E-05;-0.13107;-4.29E-03;0;0;-1.38E-02;-2.31E-02;-1.49E-05;0;0;0;-3.45E-05;0;0;0;0;0;0;2.73E-04;0;4.87E-04;0;0;0;0;0;0;0;0;0;0;0;0;0;-7.25E-04
61260-55-7;4.4373;41.16;9.3269;54.926;0;-8.71E-03;9.92E-07;0;0;-5.51E-05;8.67E-03;0;0;0;0;0;0;0;0;-8.51E-03;0;-1.9541;1.5637;0;0;-7.6443;8.64E-02;0;0;-9.73E-04;0;-8.51E-03;0;-16.768;-0.78173;-0.44526;0;0;-2.1979;-34.586;-0.10705;-3.41E-04;-2.87E-04;-6.98E-03;-0.13415;-2.64E-11;0;0;-5.63E-08;-5.63E-08;-1.84E-03;0;0;0;-8.10E-05;0;0;0;-8.3849;0;0;2.61E-06;0;7.35E-06;0;0;0;0;0;0;0;0;0;0.76563;0;7.6203;0;-8.63E-05
68516-73-4;0.11308;0.94786;1.9856;3.0465;0;-1.35E-02;8.61E-03;0;1.23E-03;0;2.16E-03;0;0;-1.60E-05;0;-8.73E-06;0;-5.22E-07;0;-2.70E-04;0;-1.82E-09;9.15E-10;0;1.50E-10;0;2.01E-10;0;0;-7.36E-03;0;-2.96E-04;0;-1.17E-09;-0.28114;-1.3001;-4.29E-07;-2.16E-05;-1.34E-08;-1.50E-07;-0.87152;-0.13419;-1.12E-02;-2.93E-02;-1.457;0;0;0;0;0;-3.82E-04;-9.31E-07;0;6.83E-05;0;0;-1.33E-06;1.05E-11;0;0;0;4.69E-04;0;4.50E-04;0;0;0;0;0;0;0;0;0;1.31E-10;0;1.41E-10;0;-1.01E-03
71735-74-5;0.1349;1.2248;0.1367;1.4964;0;-4.30E-03;1.96E-03;0;1.64E-04;0;2.14E-03;0;9.71E-09;0;1.21E-08;0;2.48E-08;0;0;-1.27E-04;0;0;0;0;0;0;0;0;2.14E-05;0;0;-1.27E-04;0;0;-1.83E-02;-6.61E-02;-7.79E-08;-2.49E-05;0;0;-1.2397;-4.78E-02;-1.43E-03;-6.27E-02;-1.408;-1.16E-03;0;0;-2.68E-03;-3.86E-03;-5.40E-05;-5.53E-09;0;6.65E-06;0;1.05E-08;0;0;0;0;0;5.90E-05;0;1.93E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;-8.64E-05
