case;E2SNO (kmol/y);E2S1 (kmol/y);E2RIV (kmol/y);Etot (kmol/y);S1StorFugP (kmol/y);S1StorFugN (kmol/y);S2StorFugP (kmol/y);S2StorFugN (kmol/y);S3StorFugP (kmol/y);S3StorFugN (kmol/y);SNOStorFugP (kmol/y);SNOStorFugN (kmol/y);S1StorPreP (kmol/y);S1StorPreN (kmol/y);S2StorPreP (kmol/y);S2StorPreN (kmol/y);S3StorPreP (kmol/y);S3StorPreN (kmol/y);SNOStorPreP (kmol/y);SNOStorPreN (kmol/y);S1StorIonP (kmol/y);S1StorIonN (kmol/y);S2StorIonP (kmol/y);S2StorIonN (kmol/y);S3StorIonP (kmol/y);S3StorIonN (kmol/y);SNOStorIonP (kmol/y);SNOStorIonN (kmol/y);Fug-stora (kmol/y);Fug-storb (kmol/y);Pre-stora (kmol/y);Pre-storb (kmol/y);Ion-stora (kmol/y);Ion-storb (kmol/y);Fug-Abs (kmol/y);Fug-Sea (kmol/y);Pre-Abs (kmol/y);Pre-Sea (kmol/y);Ion-Abs (kmol/y);Ion-Sea (kmol/y);DecayS1 (kmol/y);DecayS2 (kmol/y);DecayS3 (kmol/y);DecaySNO (kmol/y);Decay (kmol/y);VolatS1 (kmol/y);VolatS2 (kmol/y);VolatS3 (kmol/y);VolatSNO (kmol/y);Volat (kmol/y);Fug-Sed (kmol/y);Pre-Sed (kmol/y);Ion-Sed (kmol/y);RGWStorPFug (kmol/y);RGWStorNFug (kmol/y);RGWStorPPre (kmol/y);RGWStorNPre (kmol/y);RGWStorPIon (kmol/y);RGWStorNIon (kmol/y);RGWS1PFug (kmol/y);RGWS1NFug (kmol/y);RGWS2PFug (kmol/y);RGWS2NFug (kmol/y);RGWS3PFug (kmol/y);RGWS3NFug (kmol/y);RGWS1PPre (kmol/y);RGWS1NPre (kmol/y);RGWS2PPre (kmol/y);RGWS2NPre (kmol/y);RGWS3PPre (kmol/y);RGWS3NPre (kmol/y);RGWS1PIon (kmol/y);RGWS1NIon (kmol/y);RGWS2PIon (kmol/y);RGWS2NIon (kmol/y);RGWS3PIon (kmol/y);RGWS3NIon (kmol/y);RGWDecay (kmol/y)
85-43-8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
166524-65-8;9.71E-02;0.81569;0.15693;1.0697;0;-1.84E-02;4.59E-03;0;3.49E-03;0;2.08E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4.75E-03;0;0;0;0;-2.34E-02;-0.12867;0;0;0;0;-0.52066;-0.22911;-4.15E-02;-1.99E-02;-0.86972;-1.19E-02;0;0;-2.99E-02;-4.31E-02;-1.98E-06;0;0;3.11E-04;0;0;0;0;0;0;0;1.28E-03;0;2.91E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;-4.50E-03
204918-22-9;1.16E-02;0.10646;1.21E-02;0.13012;0;-7.13E-04;5.31E-04;0;3.60E-05;0;2.55E-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.37E-04;0;0;0;0;0;-1.73E-03;-8.26E-03;0;0;0;0;-0.10761;-6.69E-03;-2.69E-04;-2.83E-03;-0.12012;-4.94E-05;0;0;-8.19E-05;-1.32E-04;-1.90E-05;0;0;1.24E-06;0;0;0;0;0;0;0;1.27E-05;0;5.31E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.94E-05
507448-65-9;1.70E-02;0.14246;2.79E-02;0.18739;0;-9.72E-04;2.82E-04;0;1.02E-04;0;2.93E-04;0;0;0;0;0;0;0;0;0;0;-1.23E-05;3.45E-06;0;1.28E-06;0;2.44E-06;0;0;-1.45E-04;0;0;0;-3.21E-06;-3.75E-03;-1.39E-02;0;0;-1.61E-05;-1.55E-04;-0.12342;-2.15E-02;-1.76E-03;-7.95E-03;-0.1676;-7.83E-04;0;0;-9.94E-04;-1.80E-03;-5.07E-07;0;0;7.70E-06;0;0;0;8.85E-08;0;0;0;5.07E-05;0;5.43E-05;0;0;0;0;0;0;0;0;0;6.42E-07;0;7.06E-07;0;-1.14E-04
09-08-30;7.09E-03;5.93E-02;1.07E-02;7.71E-02;0;-3.99E-04;1.10E-04;0;4.43E-05;0;1.24E-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5.10E-05;0;0;0;0;-1.45E-03;-5.44E-03;0;0;0;0;-5.08E-02;-9.46E-03;-7.98E-04;-3.40E-03;-6.96E-02;-3.07E-04;0;0;-2.17E-04;-5.29E-04;-1.25E-08;0;0;3.42E-06;0;0;0;0;0;0;0;2.25E-05;0;2.51E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;-5.11E-05
3930-20-9;8.60E-04;6.79E-03;0.20367;0.21132;0;-2.45E-04;1.49E-04;0;5.16E-05;0;1.64E-05;0;0;0;0;0;0;0;0;0;0;-7.15E-05;4.63E-05;0;1.95E-05;0;3.92E-06;0;0;-1.27E-03;0;0;0;-3.50E-04;-2.65E-02;-0.12473;0;0;-3.42E-03;-3.72E-02;-1.20E-03;-2.15E-03;-1.65E-03;-3.62E-05;-1.79E-02;-1.04E-08;0;0;-1.29E-06;-1.30E-06;-3.68E-08;0;0;0;-1.39E-04;0;0;0;-4.73E-05;0;0;6.27E-05;0;4.75E-04;0;0;0;0;0;0;0;0;0;2.06E-05;0;1.50E-04;0;-5.26E-04
37350-58-6;2.52E-02;0.21668;3.2517;3.4936;0;-9.16E-03;3.61E-03;0;2.83E-03;0;5.21E-04;0;0;0;0;0;0;0;0;0;0;-8.66E-07;3.60E-07;0;2.90E-07;0;4.44E-08;0;0;-1.58E-02;0;0;0;-1.36E-06;-0.47433;-2.4881;0;0;-2.37E-05;-2.44E-04;-7.53E-02;-8.48E-02;-3.79E-02;-2.04E-03;-0.51483;-3.53E-08;0;0;-1.63E-06;-1.67E-06;-2.05E-05;0;0;0;-4.73E-04;0;0;0;-5.22E-08;0;0;1.47E-03;0;7.15E-03;0;0;0;0;0;0;0;0;0;1.58E-07;0;7.49E-07;0;-8.20E-03
57-13-6;3.33E-03;2.63E-02;0.25298;0.28265;0;-2.81E-04;1.25E-04;0;7.72E-05;0;2.73E-05;0;0;0;0;0;0;0;0;0;0;-9.18E-04;4.42E-04;0;2.92E-04;0;5.08E-05;0;0;-3.78E-04;0;0;0;-1.12E-03;-2.41E-02;-5.21E-02;0;0;-1.29E-02;-0.1484;-5.72E-03;-8.60E-03;-5.84E-03;-2.28E-04;-4.37E-02;-2.49E-07;0;0;-5.11E-06;-5.37E-06;-2.52E-10;0;0;0;-7.13E-05;0;0;0;-2.79E-04;0;0;5.35E-05;0;3.41E-04;0;0;0;0;0;0;0;0;0;1.96E-04;0;1.22E-03;0;-1.46E-03
60-54-8;2.21E-04;1.75E-03;4.73E-02;4.92E-02;0;-5.00E-07;1.45E-09;0;0;-1.61E-09;4.73E-07;0;0;0;0;0;0;0;0;0;0;-8.32E-05;7.22E-05;0;0;-3.25E-04;3.98E-06;0;0;-4.27E-06;0;0;0;-2.13E-03;-3.92E-03;-2.14E-03;0;0;-3.09E-03;-3.78E-02;-8.35E-06;-2.33E-07;-1.27E-08;-6.48E-07;-1.92E-04;0;0;0;0;0;-2.03E-11;0;0;0;-1.73E-09;0;0;0;-4.53E-04;0;0;8.46E-09;0;4.12E-09;0;0;0;0;0;0;0;0;0;3.71E-05;0;4.15E-04;0;-4.37E-09
738-70-5;2.41E-03;1.94E-02;0.56399;0.58579;0;-7.08E-04;4.28E-04;0;1.62E-04;0;4.53E-05;0;0;0;0;0;0;0;0;0;0;-1.98E-04;1.13E-04;0;3.42E-05;0;1.04E-05;0;0;-3.65E-03;0;0;0;-1.07E-03;-7.59E-02;-0.3611;0;0;-6.93E-03;-8.73E-02;-3.58E-03;-6.23E-03;-4.65E-03;-9.28E-05;-4.98E-02;-2.50E-08;0;0;-2.93E-06;-2.95E-06;-7.17E-07;0;0;0;-4.07E-04;0;0;0;-9.88E-05;0;0;1.86E-04;0;1.36E-03;0;0;0;0;0;0;0;0;0;4.78E-05;0;3.65E-04;0;-1.46E-03
86386-73-4;1.09E-04;8.88E-04;5.31E-02;5.41E-02;0;-4.04E-05;4.68E-05;0;0;-1.73E-04;2.18E-06;0;0;0;0;0;0;0;0;0;0;-1.02E-10;1.12E-10;0;0;-4.56E-10;4.94E-12;0;0;-1.98E-03;0;0;0;-5.36E-09;-7.86E-03;-4.43E-02;0;0;-7.51E-09;-9.89E-08;0;0;0;0;0;0;0;0;0;0;-3.52E-08;0;0;0;-3.04E-04;0;0;0;-6.90E-10;0;0;2.24E-05;0;2.81E-04;0;0;0;0;0;0;0;0;0;5.23E-11;0;6.83E-10;0;0
73334-07-3;3.91E-04;2.99E-03;9.16E-02;9.50E-02;0;-1.35E-04;6.31E-05;0;4.75E-05;0;8.80E-06;0;0;0;0;0;0;0;0;0;0;-1.85E-07;9.23E-08;0;7.39E-08;0;1.10E-08;0;0;-5.29E-04;0;0;0;-6.69E-07;-1.34E-02;-7.14E-02;0;0;-9.78E-06;-1.02E-04;-7.42E-04;-1.11E-03;-6.83E-04;-2.32E-05;-9.54E-03;0;0;0;0;0;-6.78E-11;0;0;0;-2.91E-05;0;0;0;-4.65E-08;0;0;2.91E-05;0;1.87E-04;0;0;0;0;0;0;0;0;0;4.49E-08;0;2.76E-07;0;-1.88E-04
51-52-5;8.92E-05;7.33E-04;3.61E-02;3.69E-02;0;-1.24E-05;1.27E-05;0;0;-4.07E-05;8.01E-07;0;0;0;0;0;0;0;0;0;0;-2.15E-05;2.41E-05;0;0;-6.91E-05;1.04E-06;0;0;-4.38E-04;0;0;0;-7.50E-04;-3.75E-03;-1.13E-02;0;0;-1.59E-03;-1.87E-02;-1.20E-05;-3.35E-05;-4.30E-05;-3.48E-07;-4.05E-04;-8.52E-10;0;0;-3.48E-08;-3.58E-08;-2.19E-08;0;0;0;-6.35E-05;0;0;0;-1.30E-04;0;0;5.66E-06;0;6.81E-05;0;0;0;0;0;0;0;0;0;1.11E-05;0;1.28E-04;0;-2.01E-05
128-13-2;2.08E-03;1.98E-02;0.15018;0.17206;0;-5.33E-06;1.18E-06;0;0;-5.34E-06;4.00E-06;0;0;0;0;0;0;0;0;0;0;-9.50E-04;8.04E-04;0;0;-3.76E-03;3.37E-05;0;0;-3.07E-05;0;0;0;-1.25E-02;-1.24E-02;-6.92E-03;0;0;-1.03E-02;-0.12831;-2.00E-04;-4.48E-05;-5.71E-05;-1.21E-05;-1.53E-03;0;0;0;0;0;-1.18E-05;0;0;0;-5.40E-06;0;0;0;-4.43E-03;0;0;1.68E-07;0;1.42E-06;0;0;0;0;0;0;0;0;0;3.98E-04;0;4.05E-03;0;-2.10E-05
101-21-3;0.25259;2.7777;4.10E-02;3.0712;0;-3.71E-02;0;-0.17046;0;-0.60946;3.60E-03;0;0;0;0;0;0;0;0;0;0;-1.39E-07;0;-6.33E-07;0;-2.16E-06;9.49E-09;0;0;-0.97266;0;0;0;-3.55E-06;-3.44E-02;-0.92936;0;0;-1.33E-07;-3.46E-06;-0.27523;-0.40536;-0.25277;-1.23E-03;-1.0033;-9.18E-02;0;0;-2.47E-02;-0.12326;-8.12E-03;0;0;0;-0.20437;0;0;0;-8.28E-07;0;0;1.77E-02;0;0.231;0;0;0;0;0;0;0;0;0;1.08E-07;0;1.52E-06;0;-4.43E-02
1194-65-6;2.7169;29.165;0.43083;32.313;0;-1.0757;0;-0.40296;0;-8.0526;5.20E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-12.071;0;0;0;0;-0.33806;-10.223;0;0;0;0;-0.31328;-0.64636;-0.58199;-2.27E-04;-1.6907;-1.2988;0;0;-2.521;-7.9533;-3.62E-02;0;0;0;-3.427;0;0;0;0;0;0;0.20068;0;3.341;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.11429
153719-23-4;1.83E-03;6.72E-03;8.64E-05;8.64E-03;0;-2.10E-04;0;-5.53E-05;1.94E-05;0;5.28E-05;0;0;0;0;0;0;0;0;0;0;-5.71E-10;0;-2.63E-10;0;-3.23E-10;1.33E-10;0;0;-5.72E-04;0;0;0;-2.30E-09;-1.43E-04;-6.89E-03;0;0;-3.30E-10;-1.67E-08;-8.93E-05;-2.21E-04;-4.57E-04;-8.41E-06;-1.03E-03;0;0;0;0;0;-2.04E-08;0;0;0;-3.29E-05;0;0;0;-7.46E-11;0;0;3.03E-06;0;3.51E-05;0;0;0;0;0;0;0;0;0;7.29E-12;0;8.82E-11;0;-5.69E-06
1689-83-4;1.259;13.527;0.1998;14.985;0;-1.20E-03;1.59E-04;0;0;-9.63E-04;1.53E-03;0;0;0;0;0;0;0;0;0;0;-0.46193;0.52459;0;0;-3.4666;1.58E-02;0;0;-9.72E-04;0;0;0;-5.3279;-1.22E-02;-5.36E-03;0;0;-0.35313;-9.2766;-6.76E-03;-3.87E-04;-4.44E-04;-3.74E-04;-8.21E-03;-8.20E-06;0;0;-4.53E-04;-4.61E-04;-5.79E-05;0;0;0;-5.28E-04;0;0;0;-2.1531;0;0;1.58E-05;0;2.33E-04;0;0;0;0;0;0;0;0;0;0.10764;0;2.046;0;-1.00E-04
188425-85-6;1.6641;18.424;0.20291;20.291;0;-2.35E-02;3.07E-02;0;0;-0.16684;2.14E-03;0;0;0;0;0;0;0;0;0;0;-0.58786;0.65106;0;0;-4.479;1.71E-02;0;0;-0.23746;0;0;0;-6.7236;-2.67E-02;-0.4185;0;0;-0.43633;-11.432;-0.15969;-0.31683;-0.36823;-3.57E-03;-0.96786;0;0;0;0;0;-4.76E-02;0;0;0;-8.75E-02;0;0;0;-2.6618;0;0;5.94E-04;0;8.90E-03;0;0;0;0;0;0;0;0;0;0.14431;0;2.677;0;-8.12E-02
23135-22-0;5.63E-02;0.4502;2.53E-02;0.53183;0;-7.32E-05;1.50E-04;0;0;-8.81E-04;1.56E-04;0;0;0;0;0;0;0;0;0;0;-6.21E-03;1.79E-02;0;0;-6.61E-02;1.24E-03;0;0;-1.52E-03;0;0;0;-0.12934;-1.45E-03;-5.85E-03;0;0;-1.14E-02;-0.36423;-3.93E-03;-4.03E-03;-6.29E-03;-2.37E-04;-1.78E-02;-3.23E-07;0;0;-1.47E-04;-1.47E-04;-7.08E-09;0;0;0;-7.04E-04;0;0;0;-6.57E-02;0;0;3.65E-05;0;7.45E-04;0;0;0;0;0;0;0;0;0;3.37E-03;0;6.39E-02;0;-1.65E-03
26225-79-6;5.0236;54.253;0.80106;60.079;0;-1.8331;1.5226;0;0;-0.4283;8.33E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.56519;0;0;0;0;-0.52096;-13.591;0;0;0;0;-12.278;-17.433;-11.643;-0.12797;-45.193;-0.16715;0;0;-2.35E-02;-0.19172;-1.32E-02;0;0;0;-0.97572;0;0;0;0;0;0;0.23135;0;2.905;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.1606
55512-33-9;0.1964;1.9114;2.85E-02;2.1363;0;-4.47E-03;1.67E-04;0;3.59E-05;0;5.58E-03;0;0;0;0;0;0;0;0;0;0;-1.57E-07;1.46E-08;0;1.09E-09;0;1.22E-07;0;1.43E-03;0;0;0;0;-2.59E-09;-2.93E-03;-1.71E-02;0;0;-2.89E-08;-3.68E-07;-2.0071;-1.02E-03;-3.97E-05;-7.91E-02;-2.0972;-8.00E-06;0;0;-1.98E-02;-1.98E-02;-4.56E-04;0;0;7.34E-09;0;0;0;3.65E-13;0;0;0;1.34E-09;0;2.15E-09;0;0;0;0;0;0;0;0;0;5.95E-10;0;4.33E-10;0;-3.20E-07
67306-00-7;1.21E-02;8.91E-02;5.06E-03;0.10624;0;-3.51E-06;2.76E-05;0;0;-4.92E-05;3.09E-05;0;0;0;0;0;0;0;0;0;0;-1.22E-03;5.49E-03;0;0;-1.40E-02;2.77E-04;0;0;-8.71E-05;0;0;0;-3.05E-02;-2.49E-04;-3.34E-04;0;0;-1.82E-03;-7.11E-02;-3.71E-05;-2.35E-05;-3.30E-05;-2.08E-06;-1.15E-04;-1.49E-07;0;0;-1.78E-03;-1.83E-03;-1.32E-04;0;0;0;-8.55E-05;0;0;0;-1.89E-02;0;0;3.99E-08;0;6.54E-07;0;0;0;0;0;0;0;0;0;9.37E-04;0;1.81E-02;0;-1.10E-05
72490-01-8;2.66E-02;0.28202;1.54E-02;0.32406;0;-1.44E-02;0;-7.95E-02;0;-6.43E-02;6.60E-04;0;0;0;0;0;0;0;0;0;0;-3.97E-06;0;-3.48E-05;0;-2.84E-05;1.72E-07;0;0;-0.17043;0;0;0;-7.28E-05;-3.69E-03;-6.90E-02;0;0;-1.64E-06;-3.33E-05;-3.63E-02;-3.02E-02;-9.93E-03;-8.49E-05;-7.89E-02;-9.24E-05;0;0;-2.77E-04;-3.70E-04;-1.54E-03;0;0;0;-1.10E-02;0;0;0;-5.71E-06;0;0;1.67E-03;0;1.05E-02;0;0;0;0;0;0;0;0;0;2.97E-06;0;2.06E-05;0;-1.12E-03
79277-27-3;7.09E-04;2.60E-03;3.34E-05;3.34E-03;0;-1.07E-07;7.17E-08;0;0;-2.18E-08;0;-8.89E-08;0;0;0;0;0;0;0;0;0;-8.17E-05;0;-1.80E-05;0;-4.73E-05;2.05E-05;0;0;-9.87E-08;0;0;0;-3.46E-04;-5.50E-07;-5.84E-07;0;0;-6.01E-05;-2.92E-03;-1.08E-05;-5.12E-07;-4.63E-07;-1.89E-06;-1.41E-05;0;0;0;0;0;-1.08E-10;0;0;0;-2.92E-09;0;0;0;-1.65E-05;0;0;6.92E-10;0;3.06E-09;0;0;0;0;0;0;0;0;0;1.23E-06;0;1.51E-05;0;-5.86E-09
83055-99-6;1.35E-04;4.96E-04;3.16E-05;6.63E-04;0;-6.04E-08;0;-5.69E-09;0;-5.62E-08;0;-6.92E-09;0;0;0;0;0;0;0;0;0;-1.56E-05;0;-3.40E-06;0;-8.40E-06;3.90E-06;0;0;-2.57E-07;0;0;0;-6.62E-05;-5.34E-07;-1.55E-06;0;0;-1.17E-05;-5.74E-04;-3.44E-06;-8.46E-07;-1.83E-06;-5.85E-07;-8.01E-06;0;0;0;0;0;-6.50E-10;0;0;0;-7.62E-09;0;0;0;-3.13E-06;0;0;6.73E-10;0;7.66E-09;0;0;0;0;0;0;0;0;0;2.34E-07;0;2.88E-06;0;-2.35E-08
5902-51-2;0.12988;1.3046;1.94E-02;1.4539;6.37E-05;0;6.89E-05;0;0;-5.12E-04;2.50E-04;0;0;0;0;0;0;0;0;0;0;-8.22E-03;0.1028;0;0;-0.25003;1.83E-03;0;0;-7.17E-04;0;0;0;-0.50796;-1.15E-03;-1.63E-03;0;0;-2.10E-02;-0.89262;-1.48E-02;-4.21E-03;-5.39E-03;-8.25E-04;-2.87E-02;-7.94E-06;0;0;-2.56E-04;-2.64E-04;-4.26E-07;0;0;0;-5.71E-04;0;0;0;-0.34833;0;0;3.01E-05;0;5.83E-04;0;0;0;0;0;0;0;0;0;1.74E-02;0;0.3334;0;-2.44E-03
18181-80-1;5.94E-04;2.18E-03;1.39E-04;2.91E-03;0;-1.78E-05;2.31E-06;0;1.79E-08;0;2.14E-05;0;0;0;0;0;0;0;0;0;0;-1.54E-07;5.13E-08;0;4.95E-10;0;8.82E-08;0;6.44E-06;0;0;0;2.81E-08;0;-3.72E-06;-7.42E-05;0;0;-1.47E-08;-5.86E-07;-2.54E-03;-4.74E-05;-5.79E-07;-1.71E-04;-2.83E-03;-1.75E-10;0;0;-9.53E-06;-9.53E-06;-2.33E-06;0;0;9.92E-11;0;0;0;1.23E-12;0;0;0;1.86E-10;0;2.71E-11;0;0;0;0;0;0;0;0;0;1.26E-10;0;2.16E-11;0;-6.50E-09
76578-12-6;0.13063;1.2652;1.89E-02;1.4147;4.63E-05;0;0;-9.26E-06;0;-1.45E-07;1.01E-04;0;0;0;0;0;0;0;0;0;0;-2.05E-02;7.82E-02;0;0;-0.25889;2.06E-03;0;1.38E-04;0;0;0;0;-0.48056;-1.06E-03;-9.07E-05;0;0;-2.43E-02;-0.87046;-3.66E-02;-8.89E-05;-5.31E-06;-2.51E-03;-3.97E-02;-5.62E-09;0;0;-8.44E-05;-8.44E-05;-2.12E-06;0;0;0;-1.49E-07;0;0;0;-0.27953;0;0;1.63E-07;-1.95E-07;6.86E-08;-1.11E-08;0;0;0;0;0;0;0;0;1.39E-02;0;0.26569;0;-1.71E-06
110488-70-5;0.54963;5.9279;0.32388;6.8016;0;-0.14718;0.11729;0;0;-0.13429;8.21E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.14676;0;0;0;0;-6.84E-02;-1.1866;0;0;0;0;-2.0899;-2.037;-0.95559;-1.45E-02;-5.3913;-3.01E-05;0;0;-1.50E-03;-1.53E-03;-6.49E-03;0;0;0;-7.87E-02;0;0;0;0;0;0;2.22E-02;0;0.2175;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.16091
100-64-1;0.14248;1.1903;0.3549;1.6876;0;-4.52E-02;7.59E-03;0;1.07E-02;0;2.85E-03;0;0;0;0;0;0;0;0;0;0;-8.03E-07;1.49E-07;0;2.03E-07;0;3.69E-08;0;0;-1.51E-02;0;0;0;-2.50E-07;-5.59E-02;-0.36593;0;0;-5.67E-07;-6.75E-06;-0.4702;-0.4079;-0.13966;-1.12E-02;-1.1364;-2.83E-02;0;0;-7.75E-02;-0.11436;-3.47E-06;0;0;3.85E-05;0;0;0;6.58E-10;0;0;0;4.73E-03;0;1.77E-02;0;0;0;0;0;0;0;0;0;9.38E-08;0;3.41E-07;0;-2.24E-02
104-90-5;8.71E-02;0.73133;0.15719;0.97559;0;-3.84E-02;2.05E-02;0;0;-8.66E-02;1.28E-03;0;0;0;0;0;0;0;0;0;0;-9.75E-04;4.79E-04;0;0;-2.25E-03;2.64E-05;0;0;-0.19545;0;0;0;-4.76E-03;-3.98E-02;-0.4582;0;0;-6.22E-04;-1.10E-02;-1.43E-02;-3.53E-02;-4.20E-02;-1.31E-04;-0.11173;-2.75E-02;0;0;-6.64E-02;-0.15397;-1.77E-04;0;0;0;-9.66E-02;0;0;0;-2.14E-03;0;0;1.06E-02;0;9.84E-02;0;0;0;0;0;0;0;0;0;2.57E-04;0;2.50E-03;0;-1.30E-02
108-69-0;1.1122;9.3089;2.2038;12.625;0;-0.3876;9.81E-02;0;0.10118;0;2.71E-02;0;0;0;0;0;0;0;0;0;0;-9.90E-04;2.31E-04;0;2.41E-04;0;5.02E-05;0;0;-7.98E-02;0;0;0;-2.57E-04;-0.3785;-2.8896;0;0;-4.39E-04;-6.75E-03;-3.0162;-3.2053;-1.3888;-7.35E-02;-8.5439;-0.24636;0;0;-0.42716;-0.72489;-3.19E-04;0;0;0;-1.47E-02;0;0;0;-3.25E-05;0;0;5.00E-02;0;0.22368;0;0;0;0;0;0;0;0;0;1.21E-04;0;5.60E-04;0;-0.25968
110-93-0;0.13181;1.1101;0.14276;1.3846;0;-2.99E-02;0;-6.14E-04;3.00E-03;0;2.32E-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.53E-02;0;0;0;0;-1.60E-02;-9.44E-02;0;0;0;0;-0.71063;-0.26311;-4.22E-02;-2.07E-03;-1.0588;-2.00E-02;0;0;-0.12754;-0.19008;-6.32E-06;0;0;2.83E-04;0;0;0;0;0;0;0;1.41E-03;0;2.74E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;-4.44E-03
111-70-6;1.2386;10.469;0.79403;12.502;0;-8.81E-02;0;-7.13E-04;2.89E-03;0;8.29E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-7.27E-02;0;0;0;0;-0.10238;-0.39486;0;0;0;0;-9.0602;-1.1843;-8.08E-02;-0.22531;-10.95;-5.58E-02;0;0;-0.89446;-0.98212;-5.71E-05;0;0;2.43E-04;0;0;0;0;0;0;0;2.59E-03;0;2.19E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;-5.03E-03
119-80-2;4.90E-02;0.41113;1.3684;1.8285;0;-1.02E-04;0;-1.85E-07;0;-3.96E-09;1.01E-04;0;0;-2.55E-07;0;-2.73E-07;0;-5.03E-07;0;-1.19E-04;0;-1.93E-02;1.50E-02;0;0;-7.36E-02;1.04E-03;0;0;-1.23E-04;0;-1.20E-04;0;-0.20254;-0.11393;-6.31E-02;-1.11E-07;-1.55E-05;-0.10382;-1.3434;-3.50E-04;-9.38E-07;-9.78E-09;-2.53E-05;-1.31E-03;0;0;0;0;0;-1.54E-04;-3.84E-08;0;2.50E-09;0;0;-4.99E-07;0;-8.31E-02;0;0;4.79E-08;0;2.87E-09;0;0;0;0;0;0;0;0;0;7.38E-03;0;7.57E-02;0;-5.15E-09
121-57-3;3.1914;26.662;110.23;140.08;0;-6.91E-03;0;-1.09E-04;0;-3.24E-06;6.72E-03;0;0;0;0;0;0;0;0;0;0;-1.2388;0.97049;0;0;-4.7643;6.03E-02;0;0;-9.86E-03;0;0;0;-13.779;-9.1786;-5.0833;0;0;-8.1163;-103.89;-4.30E-03;-9.28E-05;-2.62E-06;-3.18E-04;-1.92E-02;-2.66E-07;0;0;-8.75E-05;-8.78E-05;-1.19E-07;0;0;0;-4.12E-06;0;0;0;-5.4356;0;0;1.23E-04;0;3.57E-05;0;0;0;0;0;0;0;0;0;0.4797;0;4.9543;0;-3.52E-07
123-42-2;39.313;328.18;61.549;429.03;0;-7.9303;2.5953;0;1.8393;0;1.0289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.61839;0;0;0;0;-9.4846;-56.126;0;0;-5.26E-08;-2.81E-09;-199.42;-103.93;-21.622;-8.9802;-358.83;-3.0871;0;0;-0.84662;-3.957;-8.62E-05;0;0;0.15851;0;0;0;0;0;0;0;0.66116;0;1.7048;0;0;0;0;0;0;0;0;0;4.81E-10;0;9.61E-10;0;-2.5257
138-59-0;0.80159;6.6879;4.651;12.141;0;-1.80E-03;3.76E-05;0;0;-2.74E-04;1.89E-03;0;0;0;0;0;0;0;0;0;0;-0.30738;0.23215;0;0;-1.1682;1.50E-02;0;0;-7.72E-04;0;0;0;-2.7057;-0.3863;-0.21625;0;0;-0.55283;-8.0829;-0.1094;-6.20E-03;-5.42E-03;-8.14E-03;-0.19416;-1.21E-06;0;0;-2.44E-04;-2.45E-04;-2.06E-09;0;0;0;-2.57E-04;0;0;0;-1.283;0;0;5.42E-05;-1.20E-11;2.64E-04;0;0;0;0;0;0;0;0;0;0.11572;0;1.169;0;-1.77E-03
470-82-6;0.27077;2.3377;0.41153;3.02;0;-0.14037;3.28E-02;0;0;-0.44023;3.59E-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.81966;0;0;0;0;-6.02E-02;-0.69249;0;0;0;0;-2.49E-02;-5.53E-02;-5.72E-02;-1.15E-05;-0.15648;-0.11862;0;0;-0.26737;-1.2903;-9.85E-04;0;0;0;-0.32803;0;0;0;0;0;0;3.55E-02;0;0.30867;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.61E-02
