case,Etot (kmol/y),Fug-stora (kmol/y),Fug-storb (kmol/y),Pre-stora (kmol/y),Pre-storb (kmol/y),Ion-stora (kmol/y),Ion-storb (kmol/y),Fug-Abs (kmol/y),Fug-Sea (kmol/y),Pre-Abs (kmol/y),Pre-Sea (kmol/y),Ion-Abs (kmol/y),Ion-Sea (kmol/y),Decay (kmol/y),Volat (kmol/y),Fug-Sed (kmol/y),Pre-Sed (kmol/y),Ion-Sed (kmol/y),
"1013-88-3",  280.31    ,  0.0000    , -2.5076    ,  0.0000    ,-0.56454E-01,  0.0000    ,-0.43514    , -5.6485    , -28.404    ,-0.23928E-04,-0.16599E-02,-0.32292    , -4.1069    , -218.95    , -19.850    ,-0.16224E-01,-0.42888E-04,  0.0000    ,
"1120-71-4",  19.133    ,  0.0000    ,-0.13888    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.39104    , -2.3543    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -15.065    , -1.1838    ,-0.71560E-06,  0.0000    ,  0.0000    ,
"1696-20-4",  97.749    ,  0.0000    , -1.5339    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -10.274    , -62.198    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -23.712    ,-0.30002E-01,-0.15408E-04,  0.0000    ,  0.0000    ,
"1852-17-1",  17.860    ,  0.0000    ,-0.42412    ,  0.0000    ,  0.0000    ,  0.0000    , -1.2875    , -1.4074    , -3.8156    ,  0.0000    ,  0.0000    ,-0.80425    , -10.075    ,-0.43990E-01,-0.12247E-02,-0.10262E-05,  0.0000    ,  0.0000    ,
"2082-81-7",  32.776    ,  0.0000    ,-0.69817E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.56658    , -3.7147    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -27.616    ,-0.80456    ,-0.19926E-02,  0.0000    ,  0.0000    ,
"2235-00-9",  164.84    ,  0.0000    , -8.0513    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -19.111    , -117.87    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -18.620    , -1.1970    ,-0.12666E-02,  0.0000    ,  0.0000    ,
"2409-55-4",  161.89    ,  0.0000    , -58.271    ,  0.0000    ,-0.26584E-01,  0.0000    ,-0.52224E-01, -4.5209    , -52.240    ,-0.18795E-04,-0.36087E-02,-0.32911E-02,-0.49228E-01, -36.481    , -9.7175    ,-0.53464    ,-0.79142E-05,  0.0000    ,
"2530-87-2",  137.24    ,  0.0000    ,-0.35819E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.9080    , -2.3141    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -127.92    , -5.0568    ,-0.44152E-05,  0.0000    ,  0.0000    ,
"2643-07-4",  7.0367    ,  0.0000    ,-0.36874    ,  0.0000    ,-0.30120E-03,  0.0000    ,-0.44133E-07,-0.79852    , -4.8591    ,-0.13829E-06,-0.43635E-04,-0.38720E-07,-0.55119E-06,-0.96543    ,-0.41973E-01,-0.24796E-02,-0.80627E-08,  0.0000    ,
"2920-38-9",  4.6518    ,  0.0000    ,-0.34642E-01,  0.0000    ,-0.56974E-03,  0.0000    ,  0.0000    ,-0.10145    ,-0.66848    ,-0.43062E-06,-0.12332E-03,  0.0000    ,  0.0000    , -3.5794    ,-0.26567    ,-0.15039E-02,-0.61547E-07,  0.0000    ,
"3061-75-4",  4.1491    ,  0.0000    ,-0.63832E-02,  0.0000    ,-0.96434E-01,  0.0000    ,-0.76392E-02,-0.15724    ,-0.53402    ,-0.52924E-02,-0.98100E-01,-0.73391E-01,-0.94804    , -2.3492    ,-0.43339E-03,-0.63036E-01,-0.62970E-03,  0.0000    ,
"3179-47-3",  4.1296    ,  0.0000    ,-0.83070E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.17961E-01,-0.96049E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -3.5431    ,-0.38899    ,-0.71233E-03,  0.0000    ,  0.0000    ,
"3437-84-1",  7.1393    ,  0.0000    ,-0.61645E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.84680E-01,-0.36816    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -5.6726    ,-0.95159    ,-0.38461E-05,  0.0000    ,  0.0000    ,
"3717-40-6",  8.1055    ,  0.0000    ,-0.43374E-02,  0.0000    ,-0.83721E-03,  0.0000    , -2.3575    ,-0.89511E-01,-0.61239E-01,-0.64749E-07,-0.15439E-04,-0.30037    , -4.8762    ,-0.14302    ,-0.27214    ,-0.30573E-04,-0.80195E-08,  0.0000    ,
"4073-98-7",  5.3937    ,  0.0000    ,-0.19018E-01,  0.0000    ,-0.28228E-03,  0.0000    ,-0.11375E-03,-0.55216    , -2.8796    ,-0.30092E-07,-0.14068E-04,-0.99904E-03,-0.12375E-01, -1.9273    ,-0.56270E-03,-0.12409E-02,-0.90096E-08,  0.0000    ,
"4431-83-8", 0.81085    ,  0.0000    ,-0.19876    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.41628E-01,-0.49568    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.67916E-01,-0.68157E-02,-0.16015E-05,  0.0000    ,  0.0000    ,
"4672-38-2",  117.15    ,  0.0000    ,-0.59220E-02,  0.0000    ,  0.0000    ,  0.0000    , -15.958    , -6.3233    , -3.4333    ,  0.0000    ,  0.0000    , -6.2063    , -82.079    , -3.1510    ,-0.76222E-03,-0.23061E-06,  0.0000    ,  0.0000    ,
"5124-30-1",  381.73    ,  0.0000    , -2.1631    ,  0.0000    ,-0.50726E-01,  0.0000    ,  0.0000    , -2.2166    , -12.048    ,-0.62171E-04,-0.14845E-01,  0.0000    ,  0.0000    , -360.26    , -4.7827    ,-0.21188    ,-0.34259E-04,  0.0000    ,
"5435-64-3",  632.98    ,  0.0000    , -18.495    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -8.5596    , -73.148    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -357.35    , -175.38    ,-0.61319E-01,  0.0000    ,  0.0000    ,
"5888-87-9",  4.1782    ,  0.0000    ,-0.12786E-01,  0.0000    ,-0.13011E-03,  0.0000    ,-0.26859E-08,-0.38674    , -1.8131    ,-0.15500E-06,-0.26602E-04,-0.65666E-08,-0.97605E-07, -1.9652    ,  0.0000    ,-0.12356E-04,-0.45573E-07,  0.0000    ,
"6358-37-8", 0.67745E-01,  0.0000    ,-0.21444E-03,  0.0000    ,-0.51330E-04,  0.0000    ,-0.27908E-10,-0.67886E-02,-0.36260E-01,-0.33103E-03,-0.15307E-03,-0.33931E-09,-0.40293E-08,-0.23479E-01,  0.0000    ,-0.56554E-03,-0.45358E-05,  0.0000    ,
"6485-55-8",  385.83    ,  0.0000    , -16.079    ,  0.0000    ,  0.0000    ,  0.0000    , -97.790    , -7.6628    , -38.154    ,  0.0000    ,  0.0000    , -12.923    , -210.90    ,  0.0000    , -2.3193    ,-0.21334E-03,  0.0000    ,  0.0000    ,
"6786-83-0",  1.1649    ,  0.0000    ,-0.94066E-03,  0.0000    ,-0.39014E-03,  0.0000    ,-0.53138E-04,-0.36769E-01,-0.18737    ,-0.21476E-05,-0.44407E-03,-0.28298E-03,-0.34526E-02,-0.93231    ,  0.0000    ,-0.35374E-02,-0.54517E-06,  0.0000    ,
"7195-44-0",  7.4843    ,  0.0000    ,-0.16385E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.26293    , -1.4715    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -5.7329    ,-0.63696E-03,-0.99583E-05,  0.0000    ,  0.0000    ,
"7575-23-7",  3.4097    ,  0.0000    ,-0.17986    ,  0.0000    ,-0.21304E-03,  0.0000    ,-0.11832E-01,-0.36747    , -2.2127    ,-0.21554E-06,-0.33217E-04,-0.12847E-01,-0.14758    ,-0.47636    ,  0.0000    ,-0.91285E-03,-0.67645E-07,  0.0000    ,
"10233-13-3",  112.52    ,  0.0000    , -2.3081    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.43438    , -2.2942    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -97.115    , -10.344    ,-0.19910E-01,  0.0000    ,  0.0000    ,
"12542-30-2",  19.106    ,  0.0000    ,-0.28098    ,  0.0000    ,-0.73046E-03,  0.0000    ,  0.0000    ,-0.33142    , -1.7544    ,-0.56902E-06,-0.11415E-03,  0.0000    ,  0.0000    , -14.961    , -1.7785    ,-0.10258E-02,-0.21559E-06,  0.0000    ,
"13501-76-3",  6.7947    ,  0.0000    ,-0.26337E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.12213    ,-0.61172    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -5.7940    ,-0.23959    ,-0.68041E-03,  0.0000    ,  0.0000    ,
"14814-09-6",  4.6534    ,  0.0000    ,-0.38249E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.11211E-03,-0.11501    ,-0.94587    ,  0.0000    ,  0.0000    ,-0.23235E-03,-0.31810E-02, -3.2301    ,-0.32047    ,-0.18929E-03,  0.0000    ,  0.0000    ,
"15834-04-5",  45.733    , 0.10372    ,  0.0000    ,  0.0000    ,-0.93392E-02,  0.0000    ,  0.0000    ,-0.19869    ,-0.98692    ,-0.61436E-05,-0.46498E-03,  0.0000    ,  0.0000    , -44.620    ,-0.85384E-02,-0.16924E-01,-0.11055E-04,  0.0000    ,
"17689-77-9",  57.793    ,  0.0000    ,-0.42093E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.0816    , -4.0642    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -52.116    ,-0.48689    ,-0.16022E-04,  0.0000    ,  0.0000    ,
"18600-59-4", 0.90854    ,  0.0000    ,-0.21174E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.81777E-01,-0.37822    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.44629    ,  0.0000    ,-0.11951E-03,  0.0000    ,  0.0000    ,
"20592-85-2",  99.515    ,  0.0000    ,-0.66378E-02,  0.0000    ,  0.0000    ,  0.0000    , -10.935    , -6.1727    , -3.3973    ,  0.0000    ,  0.0000    , -5.6162    , -72.555    ,-0.82990    ,  0.0000    ,-0.22488E-11,  0.0000    ,  0.0000    ,
"23410-40-4",  2.4581    ,  0.0000    ,-0.18924E-02,  0.0000    ,  0.0000    ,  0.0000    ,-0.28648    ,-0.62646E-01,-0.41338E-01,  0.0000    ,  0.0000    ,-0.86857E-01, -1.2787    ,-0.70016    ,-0.57157E-04,-0.26089E-07,  0.0000    ,  0.0000    ,
"24549-06-2",  436.55    ,  0.0000    , -2.1220    ,  0.0000    ,-0.22166E-01,  0.0000    ,-0.39701E-03, -22.137    , -108.07    ,-0.14956E-04,-0.24691E-02,-0.13274E-02,-0.15649E-01, -288.63    , -15.542    ,-0.71880E-02,-0.77829E-05,  0.0000    ,
"26272-90-2",  35.310    ,  0.0000    ,-0.19926E-01,  0.0000    ,-0.23207E-02,  0.0000    ,  0.0000    ,-0.94028E-01,-0.11832    ,-0.18132E-04,  0.0000    ,  0.0000    ,  0.0000    , -32.091    , -2.9807    ,-0.20249E-02,-0.39511E-04,  0.0000    ,
"28219-61-6",  23.932    ,  0.0000    ,-0.31720    ,  0.0000    ,-0.23234E-02,  0.0000    ,  0.0000    ,-0.20302    ,-0.99934    ,-0.16689E-05,-0.34207E-03,  0.0000    ,  0.0000    , -20.593    , -1.8150    ,-0.24623E-02,-0.88768E-06,  0.0000    ,
"31024-56-3",  3.0945    ,  0.0000    ,-0.15660E-02,  0.0000    ,  0.0000    ,  0.0000    ,-0.86842    ,-0.49206E-01,-0.31897E-01,  0.0000    ,  0.0000    ,-0.12329    , -1.9640    ,-0.55296E-01,-0.94444E-03,-0.26356E-06,  0.0000    ,  0.0000    ,
"33704-61-9",  4.7150    ,  0.0000    ,-0.79910E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.47427E-01,-0.25035    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -3.8724    ,-0.46422    ,-0.33225E-03,  0.0000    ,  0.0000    ,
"35836-72-7",  8.7260    ,  0.0000    ,-0.68718E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.83521E-01,-0.33130    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -7.4358    ,-0.80607    ,-0.26199E-03,  0.0000    ,  0.0000    ,
"38051-10-4",  19.009    ,  0.0000    ,-0.32202E-01,  0.0000    ,-0.37728E-02,  0.0000    ,  0.0000    ,-0.47062    , -3.1361    ,-0.17396E-05,-0.11324E-03,  0.0000    ,  0.0000    , -15.359    ,-0.26468E-02,-0.63594E-02,-0.23186E-05,  0.0000    ,
"42125-46-2",  26.593    ,  0.0000    ,-0.46831    ,  0.0000    ,-0.70616E-03,  0.0000    ,  0.0000    ,-0.21163    , -1.1875    ,-0.22039E-06,-0.10607E-04,  0.0000    ,  0.0000    , -21.309    , -3.4139    ,-0.11695E-02,-0.71148E-06,  0.0000    ,
"53445-37-7",  58.293    ,  0.0000    ,-0.29178E-02,  0.0000    ,  0.0000    ,  0.0000    , -8.3082    , -3.1409    , -1.7409    ,  0.0000    ,  0.0000    , -3.1335    , -41.796    ,-0.17051    ,-0.49524E-03,-0.70804E-05,  0.0000    ,  0.0000    ,
"56539-66-3",  15.049    ,  0.0000    , -1.4999    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.64453    , -7.1918    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -5.2346    ,-0.47770    ,-0.81038E-04,  0.0000    ,  0.0000    ,
"58430-94-7",  26.145    ,  0.0000    ,-0.71896    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.21097    , -1.5441    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -17.833    , -5.8371    ,-0.27306E-02,  0.0000    ,  0.0000    ,
"61597-98-6",  3.8586    ,  0.0000    ,-0.19332E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.27190E-06,-0.62927E-01,-0.23432    ,  0.0000    ,  0.0000    ,-0.41730E-06,-0.33331E-05, -3.3042    ,-0.23778    ,-0.72569E-04,  0.0000    ,  0.0000    ,
"66068-84-6",  2.7665    ,  0.0000    , -2.0675    ,  0.0000    ,-0.26014E-03,  0.0000    ,  0.0000    ,-0.36449E-01,-0.41943    ,-0.16490E-06,-0.48445E-04,  0.0000    ,  0.0000    ,  0.0000    ,-0.23057    ,-0.12490E-01,-0.19243E-07,  0.0000    ,
"68610-86-6",  4.7551    , 0.17406E-01,  0.0000    ,  0.0000    ,-0.49399    , 0.23739E-08,  0.0000    ,-0.30264    , -1.0272    ,-0.20334    , -1.6223    ,-0.14764E-08,-0.11413E-06, -1.0701    ,  0.0000    ,-0.30603E-01,-0.23775E-01,  0.0000    ,
"71902-23-3",  5.2533    ,  0.0000    ,-0.14601E-02,  0.0000    ,-0.65627E-03,  0.0000    ,-0.97937    ,-0.21909    ,-0.12580    ,  0.0000    ,  0.0000    ,-0.25824    , -3.6128    ,-0.55578E-01,-0.76696E-05,-0.64768E-04,  0.0000    ,  0.0000    ,
"77804-81-0",  4.6687    ,  0.0000    ,-0.16683E-01,  0.0000    ,-0.10666E-02,  0.0000    ,-0.11317E-06,-0.50069    , -2.5773    ,-0.10590E-02,-0.53252E-03,-0.10785E-05,-0.13275E-04, -1.5676    ,  0.0000    ,-0.31492E-02,-0.49209E-04,  0.0000    ,
"83261-15-8",  293.56    ,  0.0000    , -6.7615    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -4.3310    , -30.619    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -204.31    , -47.531    ,-0.31320E-02,  0.0000    ,  0.0000    ,
"85702-79-0",  4.3776    ,  0.0000    ,-0.12168E-02,  0.0000    ,-0.54224E-03,  0.0000    ,-0.81615    ,-0.18257    ,-0.10483    ,  0.0000    ,  0.0000    ,-0.21520    , -3.0107    ,-0.46314E-01,-0.63914E-05,-0.53973E-04,  0.0000    ,  0.0000    ,
"90268-24-9",  3.0356    , 0.15574E-01,  0.0000    ,  0.0000    , -1.1002    ,  0.0000    ,-0.10651E-08,-0.15861    ,-0.18620    ,-0.11722    , -1.3056    ,-0.33607E-10,-0.18340E-08,-0.14688    ,  0.0000    ,-0.21838E-01,-0.20601E-01,  0.0000    ,
"95962-14-4",  8.9693    ,  0.0000    ,-0.20892    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.64330E-01,-0.40940    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -7.2963    ,-0.98906    ,-0.16065E-02,  0.0000    ,  0.0000    ,
"104468-21-5", 0.94254    ,  0.0000    ,-0.80092E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.85968E-02,-0.38172E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.75911    ,-0.12864    ,-0.51678E-05,  0.0000    ,  0.0000    ,
"119313-12-1",  72.955    ,  0.0000    ,-0.18521    ,  0.0000    ,-0.76643E-02,  0.0000    ,-0.10728    , -4.1542    , -19.425    ,-0.29642E-05,-0.15732E-03,-0.54873    , -6.9948    , -41.440    ,-0.97167E-02,-0.80582E-01,-0.61833E-05,  0.0000    ,
"124655-09-0",  39.234    ,  0.0000    ,-0.66715E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.84925E-08, -2.9620    , -10.498    ,  0.0000    ,  0.0000    ,-0.19960E-06,-0.12672E-05, -25.704    ,-0.21805E-02,-0.46634E-04,  0.0000    ,  0.0000    ,
"136210-30-5",  54.655    ,  0.0000    ,-0.40945    ,  0.0000    ,-0.65607E-02,  0.0000    ,-0.36437    , -2.3211    , -10.736    ,-0.34425E-05,-0.23720E-03,-0.53556    , -7.2662    , -32.504    ,  0.0000    ,-0.51291    ,-0.59329E-05,  0.0000    ,
"146421-65-0", 0.19657    ,  0.0000    ,-0.39201E-03,  0.0000    ,-0.50872E-05,  0.0000    ,-0.16122E-07,-0.60425E-02,-0.39189E-01,  0.0000    ,  0.0000    ,-0.38803E-06,-0.45625E-05,-0.15087    ,-0.83778E-05,-0.51778E-04,  0.0000    ,  0.0000    ,
"161462-35-7",  21.732    ,  0.0000    ,-0.19060E-01,  0.0000    ,-0.35596E-02,  0.0000    ,-0.93137E-02,-0.39033    , -1.7623    ,-0.19051E-05,-0.61524E-03,-0.10562    , -1.2556    , -18.172    ,-0.79679E-02,-0.44587E-02,-0.12708E-06,  0.0000    ,
"174489-76-0", 0.70695    ,  0.0000    ,-0.19032E-03,  0.0000    ,-0.34167E-04,  0.0000    ,  0.0000    ,-0.12934E-01,-0.67016E-01,-0.72091E-08,-0.34578E-05,  0.0000    ,  0.0000    ,-0.62616    ,-0.57962E-03,-0.60965E-04,-0.12375E-08,  0.0000    ,
"319002-92-1",  3.1462    ,  0.0000    ,-0.79176E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.67200E-01,-0.63025    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.8097    ,-0.55910    ,-0.72521E-03,  0.0000    ,  0.0000    ,
"1238449-42-7", 0.32643    ,  0.0000    ,-0.59991E-02,  0.0000    ,-0.33598E-02,  0.0000    ,  0.0000    ,-0.12096E-02,-0.55700E-02,-0.23449E-05,-0.52876E-04,  0.0000    ,  0.0000    ,-0.28573    ,-0.27855E-01,-0.60857E-04,-0.90673E-05,  0.0000    ,
"134523-00-5",  1.1723    ,  0.0000    ,-0.12276E-03,  0.0000    ,-0.28034E-04,  0.0000    ,-0.62339E-01,-0.90460E-01,-0.49652E-01,-0.10244E-06,-0.51792E-05,-0.72620E-01,-0.89137    ,-0.54115E-02,  0.0000    ,-0.21649E-03,-0.35781E-06,  0.0000    ,
"26787-78-0",  12.563    ,  0.0000    ,-0.10763E-02,  0.0000    ,  0.0000    ,  0.0000    ,-0.58277    ,-0.98899    ,-0.53912    ,  0.0000    ,  0.0000    ,-0.78540    , -9.6023    ,-0.63518E-01,  0.0000    ,-0.28903E-06,  0.0000    ,  0.0000    ,
"50-24-8", 0.27195    ,  0.0000    ,-0.17439E-02,  0.0000    ,  0.0000    ,  0.0000    ,-0.69841E-08,-0.38172E-01,-0.20531    ,  0.0000    ,  0.0000    ,-0.76965E-07,-0.80522E-06,-0.26703E-01,  0.0000    ,-0.97842E-06,  0.0000    ,  0.0000    ,
"54910-89-3", 0.42023    ,  0.0000    ,-0.55139E-03,  0.0000    ,  0.0000    ,  0.0000    ,-0.13179    ,-0.59083E-02,-0.42172E-02,  0.0000    ,  0.0000    ,-0.16531E-01,-0.25262    ,-0.84662E-02,-0.58279E-04,-0.70098E-04,  0.0000    ,  0.0000    ,
"59277-89-3",  3.1006    ,  0.0000    ,-0.16009E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.34303E-03,-0.42944    , -2.2580    ,  0.0000    ,  0.0000    ,-0.52380E-02,-0.54495E-01,-0.33678    ,  0.0000    ,-0.82438E-08,  0.0000    ,  0.0000    ,
"69-72-7", 0.25595E-01,  0.0000    ,-0.14463E-05,  0.0000    ,  0.0000    ,  0.0000    ,-0.25024E-02,-0.16311E-02,-0.86419E-03,  0.0000    ,  0.0000    ,-0.14355E-02,-0.18223E-01,-0.93719E-03,-0.13045E-05,-0.23609E-07,  0.0000    ,  0.0000    ,
"83799-24-0",  1.9740    ,  0.0000    ,-0.19798E-03,  0.0000    ,-0.10630E-04,  0.0000    ,-0.74412E-01,-0.16028    ,-0.88198E-01,-0.13189E-07,-0.41680E-05,-0.12536    , -1.5245    ,-0.18996E-03,  0.0000    ,-0.97503E-03,-0.17972E-08,  0.0000    ,
"98-92-0", 0.89938E-02,  0.0000    ,-0.40949E-04,  0.0000    ,  0.0000    ,  0.0000    ,-0.22042E-05,-0.12122E-02,-0.62151E-02,  0.0000    ,  0.0000    ,-0.36278E-04,-0.37762E-03,-0.11093E-02,-0.36618E-07,-0.30520E-09,  0.0000    ,  0.0000    ,
"61-68-7",  5.3029    ,  0.0000    ,-0.46508E-03,  0.0000    ,-0.23978E-04,  0.0000    ,-0.21278    ,-0.42731    ,-0.23406    ,  0.0000    ,  0.0000    ,-0.33564    , -4.0878    ,-0.15890E-02,-0.45290E-05,-0.29898E-02,  0.0000    ,  0.0000    ,
"89-57-6",  20.063    ,  0.0000    ,-0.15662E-02,  0.0000    ,  0.0000    ,  0.0000    ,-0.97416    , -1.4947    ,-0.76411    ,  0.0000    ,  0.0000    , -1.1786    , -14.152    , -1.4997    ,-0.15230E-04,-0.10343E-05,  0.0000    ,  0.0000    ,
"10004-44-1",  1.7110    ,  0.0000    ,-0.21724E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.10560    ,-0.72785E-02,-0.10591    ,  0.0000    ,  0.0000    ,-0.17811E-01,-0.62757    ,-0.82165    ,-0.34015E-02,-0.71824E-06,  0.0000    ,  0.0000    ,
"103055-07-8", 0.27236    ,  0.0000    ,-0.34959E-02,  0.0000    ,  0.0000    ,  0.0000    ,-0.28214E-02,-0.60763E-03,-0.23927E-01,  0.0000    ,  0.0000    ,-0.95444E-03,-0.41002E-01,-0.19002    ,-0.19421E-03,-0.93206E-02,  0.0000    ,  0.0000    ,
"111991-09-4", 0.70988E-02,  0.0000    ,-0.66799E-07,  0.0000    ,  0.0000    ,  0.0000    ,-0.73037E-03,-0.15259E-05,-0.33059E-06,  0.0000    ,  0.0000    ,-0.12687E-03,-0.61702E-02,-0.80351E-04,  0.0000    ,-0.36115E-11,  0.0000    ,  0.0000    ,
"116-29-0", 0.49918E-01,  0.0000    ,-0.46304E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.87429E-04,-0.30119E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.20254E-03,-0.31205E-03,  0.0000    ,  0.0000    ,
"122453-73-0", 0.43720E-01,  0.0000    ,-0.26708E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.30630E-04,-0.13377E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.15216E-01,-0.23713E-03,-0.19027E-03,  0.0000    ,  0.0000    ,
"13181-17-4",  41.672    ,  0.0000    ,-0.28941E-01,  0.0000    ,-0.53517E-04,  0.0000    , -14.827    ,-0.35116E-01,-0.57875E-01,-0.20151E-05,-0.63972E-07,-0.87804    , -25.683    ,-0.15997    ,  0.0000    ,-0.10335E-02,-0.67713E-05,  0.0000    ,
"13684-56-5",  8.3330    , 0.43244E-02,  0.0000    ,  0.0000    ,  0.0000    , 0.12426E-07,  0.0000    ,-0.10129E-01,-0.41546E-01,  0.0000    ,  0.0000    ,-0.43841E-07,-0.34383E-06, -8.2790    ,-0.43493E-02,-0.86804E-04,  0.0000    ,  0.0000    ,
"14816-18-3",  1.2936    ,  0.0000    ,-0.30906    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.89533E-02,-0.12082    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.79188    ,-0.59423E-01,-0.34312E-02,  0.0000    ,  0.0000    ,
"161326-34-7",  1.6026    ,  0.0000    ,-0.16420    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.42421    ,-0.75037E-02,-0.27786    ,  0.0000    ,  0.0000    ,-0.15072E-01,-0.67247    ,-0.39242E-01,-0.45831E-03,-0.15598E-02,  0.0000    ,  0.0000    ,
"175013-18-0",  20.873    ,  0.0000    ,-0.66016E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.21230E-07,-0.38595E-01,-0.65008    ,  0.0000    ,  0.0000    ,-0.68937E-08,-0.15766E-06, -20.093    ,-0.64745E-02,-0.17543E-01,  0.0000    ,  0.0000    ,
"1929-77-7",  1.1890    ,  0.0000    ,-0.19849E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.21282E-02,-0.10343    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.81512    ,-0.24753    ,-0.91674E-03,  0.0000    ,  0.0000    ,
"22781-23-3",  1.3124    ,  0.0000    ,-0.13142    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.59881E-05,-0.23278E-01,-0.58217    ,  0.0000    ,  0.0000    ,-0.10964E-05,-0.29396E-04,-0.57235    ,-0.29262E-02,-0.14714E-03,  0.0000    ,  0.0000    ,
"24934-91-6",  1.6441    ,  0.0000    ,-0.39800    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.25506E-01,-0.65281    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.38598    ,-0.17921    ,-0.26007E-02,  0.0000    ,  0.0000    ,
"298-02-2",  1.4820    ,  0.0000    ,-0.67611    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.18511E-01,-0.42476    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.29762    ,-0.58739E-01,-0.62262E-02,  0.0000    ,  0.0000    ,
"333-41-5",  1.3657    , 0.18370E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.22567E-08,-0.75740E-02,-0.68201E-01,  0.0000    ,  0.0000    ,-0.38135E-08,-0.64671E-07, -1.2833    ,-0.78860E-02,-0.48313E-03,  0.0000    ,  0.0000    ,
