case,Etot (kmol/y),Fug-stora (kmol/y),Fug-storb (kmol/y),Pre-stora (kmol/y),Pre-storb (kmol/y),Ion-stora (kmol/y),Ion-storb (kmol/y),Fug-Abs (kmol/y),Fug-Sea (kmol/y),Pre-Abs (kmol/y),Pre-Sea (kmol/y),Ion-Abs (kmol/y),Ion-Sea (kmol/y),Decay (kmol/y),Volat (kmol/y),Fug-Sed (kmol/y),Pre-Sed (kmol/y),Ion-Sed (kmol/y),
"36734-19-7",  3.3492    ,  0.0000    ,-0.65958E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.17548E-06,-0.47112E-01,-0.88346    ,  0.0000    ,  0.0000    ,-0.25267E-06,-0.53566E-05, -2.3486    ,-0.19559E-02,-0.19631E-02,  0.0000    ,  0.0000    ,
"50471-44-8", 0.57628    , 0.13058E-03,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.28415E-02,-0.79556E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.56452    ,-0.10372E-02,-0.68681E-05,  0.0000    ,  0.0000    ,
"55283-68-6",  36.811    ,  0.0000    , -15.030    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.53721E-01,-0.48536    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -17.948    , -3.2683    ,-0.24664E-01,  0.0000    ,  0.0000    ,
"57837-19-1",  1.7900    ,  0.0000    ,-0.21507E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.24914E-01,-0.48778    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.2540    ,-0.16016E-02,-0.14369E-03,  0.0000    ,  0.0000    ,
"66230-04-4", 0.16357    ,  0.0000    ,-0.45964E-01,  0.0000    ,-0.14322E-04,  0.0000    ,  0.0000    ,-0.10559E-02,-0.62886E-02,-0.74552E-07,-0.24064E-08,  0.0000    ,  0.0000    ,-0.10990    ,-0.77532E-04,-0.25796E-03,-0.51183E-06,  0.0000    ,
"70124-77-5", 0.15213    ,  0.0000    ,-0.42836E-01,  0.0000    ,-0.12685E-04,  0.0000    ,  0.0000    ,-0.98219E-03,-0.58552E-02,-0.37184E-06,-0.11813E-07,  0.0000    ,  0.0000    ,-0.10213    ,-0.78783E-04,-0.23743E-03,-0.10878E-05,  0.0000    ,
"74223-64-6", 0.10186E-01,  0.0000    ,-0.30050E-06,  0.0000    ,  0.0000    ,  0.0000    ,-0.10517E-02,-0.16760E-05,-0.17731E-05,  0.0000    ,  0.0000    ,-0.18287E-03,-0.88863E-02,-0.68026E-04,  0.0000    ,-0.43542E-09,  0.0000    ,  0.0000    ,
"82097-50-5", 0.72505E-02,  0.0000    ,-0.71851E-06,  0.0000    ,  0.0000    ,  0.0000    ,-0.75145E-03,-0.16390E-05,-0.42354E-05,  0.0000    ,  0.0000    ,-0.13068E-03,-0.63550E-02,-0.63532E-05,  0.0000    ,-0.11136E-08,  0.0000    ,  0.0000    ,
"85509-19-9",  7.8551    ,  0.0000    , -6.1619    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.15749E-04,-0.71517E-01, -1.1160    ,  0.0000    ,  0.0000    ,-0.12919E-06,-0.27178E-05,-0.40531    ,-0.63620E-01,-0.36577E-01,  0.0000    ,  0.0000    ,
"94361-06-5",  8.4874    ,  0.0000    , -1.2703    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.94657    ,-0.11017    , -2.3902    ,  0.0000    ,  0.0000    ,-0.70141E-01, -1.7781    , -1.9101    ,-0.18006E-02,-0.97738E-02,  0.0000    ,  0.0000    ,
"71751-41-2", 0.12537E-03,  0.0000    ,-0.47561E-05,  0.0000    ,  0.0000    ,  0.0000    ,-0.25922E-10,-0.54754E-07,-0.20062E-05,  0.0000    ,  0.0000    ,-0.14216E-11,-0.21723E-10,-0.11834E-03,  0.0000    ,-0.20242E-06,  0.0000    ,  0.0000    ,
"51630-58-1", 0.16357    , 0.16560E-04,  0.0000    ,  0.0000    ,-0.14100E-04,  0.0000    ,  0.0000    ,-0.82369E-03,-0.22944E-02,-0.74552E-07,-0.23983E-08,  0.0000    ,  0.0000    ,-0.16029    ,-0.41049E-04,-0.70037E-04,-0.51162E-06,  0.0000    ,
"120-36-5",  83.307    , 0.56708E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -28.932    ,-0.65286E-01,-0.14832E-01,  0.0000    ,  0.0000    , -1.7061    , -50.356    , -2.5981    ,-0.11007E-01,-0.27105E-04,  0.0000    ,  0.0000    ,
"2764-72-9",  20.947    , 0.22131E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.45472E-01,-0.72931    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -20.102    ,-0.89977E-01,-0.45011E-10,  0.0000    ,  0.0000    ,
"14214-32-5",  4.2684    , 0.13772E-02,  0.0000    ,  0.0000    ,  0.0000    , 0.26844E-01,  0.0000    ,-0.74160E-02,-0.14079    ,  0.0000    ,  0.0000    ,-0.13337E-01,-0.41915    , -3.7149    ,-0.14005E-03,-0.14534E-03,  0.0000    ,  0.0000    ,
"33820-53-0",  39.655    ,  0.0000    ,-0.74978    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.56808E-01,-0.39939    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -35.180    , -3.2629    ,-0.43707E-02,  0.0000    ,  0.0000    ,
"66332-96-5",  1.5466    ,  0.0000    ,-0.51840E-02,  0.0000    ,  0.0000    ,  0.0000    ,-0.29872    ,-0.49048E-02,-0.14906E-01,  0.0000    ,  0.0000    ,-0.30640E-01,-0.76537    ,-0.42607    ,-0.53735E-04,-0.63812E-03,  0.0000    ,  0.0000    ,
"83121-18-0", 0.76711E-01, 0.11869E-04,  0.0000    ,  0.0000    ,  0.0000    , 0.68846E-04,  0.0000    ,-0.41172E-03,-0.36178E-02,  0.0000    ,  0.0000    ,-0.37392E-04,-0.49159E-03,-0.72063E-01,-0.11757E-04,-0.15636E-03,  0.0000    ,  0.0000    ,
"4719-04-4",  412.64    ,  0.0000    ,-0.99853    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.35585E-04, -21.193    , -114.21    ,  0.0000    ,  0.0000    ,-0.20805E-03,-0.26174E-02, -276.16    ,-0.85050E-01,-0.26694E-05,  0.0000    ,  0.0000    ,
"100-52-7",  997.39    ,  0.0000    , -13.451    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -15.711    , -91.381    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -784.36    , -92.433    ,-0.30342E-02,  0.0000    ,  0.0000    ,
"102-08-9",  15.813    ,  0.0000    ,-0.49608E-01,  0.0000    ,-0.87128E-03,  0.0000    , -1.4814    , -1.0565    ,-0.92647    ,-0.26771E-06,-0.97874E-04,-0.88629    , -11.311    ,-0.10118    ,-0.52734E-03,-0.23219E-03,-0.23258E-07,  0.0000    ,
"104-55-2",  26.268    ,  0.0000    ,-0.98763E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.41945    , -2.3910    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -22.366    ,-0.99123    ,-0.16022E-03,  0.0000    ,  0.0000    ,
"105-75-9",  7.9708    ,  0.0000    ,-0.96519E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.86059E-01,-0.48089    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -7.2661    ,-0.12787    ,-0.44395E-03,  0.0000    ,  0.0000    ,
"106-48-9",  105.68    ,  0.0000    , -31.938    ,  0.0000    ,-0.15018E-01,  0.0000    ,-0.47431    , -5.1455    , -62.445    ,-0.48380E-05,-0.12865E-02,-0.61868E-01,-0.92651    ,  0.0000    , -4.6218    ,-0.45462E-01,-0.67711E-06,  0.0000    ,
"108-44-1",  489.24    ,  0.0000    , -2.8899    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.90521E-02, -15.256    , -97.534    ,  0.0000    ,  0.0000    ,-0.16106E-01,-0.22578    , -349.06    , -24.218    ,-0.28877E-02,  0.0000    ,  0.0000    ,
"110-15-6",  764.73    ,  0.0000    ,-0.13276E-01,  0.0000    ,  0.0000    ,  0.0000    , -190.76    , -18.620    , -10.355    ,  0.0000    ,  0.0000    , -32.600    , -494.19    , -18.272    ,-0.61642E-02,-0.54302E-06,  0.0000    ,  0.0000    ,
"111-42-2",  15666.    ,  0.0000    , -45.169    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.40014E-05, -975.07    , -5432.7    ,  0.0000    ,  0.0000    ,-0.55113E-04,-0.61966E-03, -9211.9    , -2.1912    ,-0.12303E-03,  0.0000    ,  0.0000    ,
"111-91-1",  1036.6    ,  0.0000    , -14.714    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -24.864    , -164.38    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -737.44    , -95.176    ,-0.40278E-02,  0.0000    ,  0.0000    ,
"112-42-5",  63.960    ,  0.0000    ,-0.42223    ,  0.0000    ,-0.62550E-02,  0.0000    ,  0.0000    ,-0.34367    , -1.2735    ,-0.37692E-05,-0.37303E-03,  0.0000    ,  0.0000    , -56.842    , -5.0665    ,-0.28611E-02,-0.40094E-05,  0.0000    ,
"118-96-7",  318.91    ,  0.0000    , -70.082    ,  0.0000    ,-0.48065E-01,  0.0000    ,  0.0000    , -26.010    , -222.08    ,-0.31496E-04,-0.10844E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.66296    ,-0.24693E-01,-0.41807E-05,  0.0000    ,
"120-83-2",  577.05    ,  0.0000    , -94.495    ,  0.0000    ,-0.11045    ,  0.0000    , -87.938    , -16.205    , -164.97    ,-0.35441E-04,-0.18058E-02, -9.5818    , -151.70    ,  0.0000    , -51.552    ,-0.49286    ,-0.94364E-04,  0.0000    ,
"122-99-6",  577.03    ,  0.0000    , -1.0090    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.15898E-06, -18.037    , -107.55    ,  0.0000    ,  0.0000    ,-0.99910E-06,-0.12355E-04, -445.89    , -4.5800    ,-0.14470E-02,  0.0000    ,  0.0000    ,
"126-33-0",  250.28    ,  0.0000    , -26.412    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -28.855    , -186.33    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -8.6376    ,-0.48782E-04,  0.0000    ,  0.0000    ,
"135-19-3",  88.232    ,  0.0000    ,-0.11851    ,  0.0000    ,-0.96159E-02,  0.0000    ,-0.12784E-02, -2.7319    , -15.718    ,-0.65369E-05,-0.20336E-02,-0.20972E-01,-0.22993    , -68.785    ,-0.62124    ,-0.62065E-02,-0.10164E-05,  0.0000    ,
"141-05-9",  53.611    ,  0.0000    ,-0.74807E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.85007    , -4.9606    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -46.981    ,-0.74156    ,-0.97551E-04,  0.0000    ,  0.0000    ,
"144-83-2",  29.865    ,  0.0000    , -2.6386    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.73935E-04, -3.6783    , -23.029    ,  0.0000    ,  0.0000    ,-0.42377E-04,-0.58606E-03,-0.51296    ,-0.33919E-02,-0.54470E-04,  0.0000    ,  0.0000    ,
"1962-75-0",  1.7250    ,  0.0000    ,-0.58012E-03,  0.0000    ,-0.15406E-03,  0.0000    ,  0.0000    ,-0.15850E-01,-0.77075E-01,-0.12950E-06,-0.44873E-04,  0.0000    ,  0.0000    , -1.6005    ,-0.30531E-01,-0.37390E-03,-0.14077E-07,  0.0000    ,
"25265-71-8",  7021.8    ,  0.0000    , -109.71    ,  0.0000    ,  0.0000    , 0.65625E-05,  0.0000    , -693.57    , -4287.6    ,  0.0000    ,  0.0000    ,-0.70651E-06,  0.0000    , -1926.9    , -4.1817    ,-0.78392E-03,  0.0000    ,  0.0000    ,
"294-62-2",  1377.5    ,  0.0000    , -157.76    ,  0.0000    ,-0.10783    ,  0.0000    ,  0.0000    , -5.3948    , -33.371    ,-0.33342E-04,-0.39155E-01,  0.0000    ,  0.0000    , -65.110    , -1115.5    ,-0.32198    ,-0.57412E-05,  0.0000    ,
"4083-64-1",  10.700    ,  0.0000    ,-0.57867    ,  0.0000    ,-0.34541E-03,  0.0000    ,  0.0000    ,-0.46282    , -4.3980    ,-0.65173E-07,-0.19985E-04,  0.0000    ,  0.0000    , -4.4225    ,-0.83621    ,-0.15555E-02,-0.95135E-08,  0.0000    ,
"504-29-0",  57.135    ,  0.0000    , -12.749    ,  0.0000    ,  0.0000    ,  0.0000    , -3.1035    , -3.0070    , -30.520    ,  0.0000    ,  0.0000    ,-0.43447    , -7.2139    ,  0.0000    ,-0.10774    ,-0.29010E-03,  0.0000    ,  0.0000    ,
"5372-81-6",  6.9020    ,  0.0000    ,-0.14538E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.55475E-07,-0.35110    , -1.8817    ,  0.0000    ,  0.0000    ,-0.34354E-06,-0.42987E-05, -4.6512    ,-0.34193E-02,-0.16398E-03,  0.0000    ,  0.0000    ,
"591-27-5",  490.55    ,  0.0000    , -7.4281    ,  0.0000    ,  0.0000    ,  0.0000    , -40.016    , -36.163    , -72.454    ,  0.0000    ,  0.0000    , -24.445    , -308.82    , -1.1872    ,-0.17672E-01,-0.12148E-03,  0.0000    ,  0.0000    ,
"62-23-7",  78.854    ,  0.0000    ,-0.24545E-02,  0.0000    ,-0.88532E-02,  0.0000    , -13.558    , -3.6260    , -2.0125    ,-0.40118E-05,-0.13301E-02, -4.0116    , -55.170    ,-0.45912    ,-0.22031E-02,-0.24559E-04,-0.26396E-06,  0.0000    ,
"636-30-6",  147.22    ,  0.0000    , -19.558    ,  0.0000    ,-0.81274E-02,  0.0000    ,-0.47007E-05, -17.678    , -107.79    ,-0.61892E-05,-0.15159E-02,-0.17797E-05,-0.24431E-04,  0.0000    , -2.0440    ,-0.14308    ,-0.14648E-05,  0.0000    ,
"694-83-7",  38.457    ,  0.0000    ,-0.33448E-01,  0.0000    ,  0.0000    ,  0.0000    , -10.268    ,-0.81387    ,-0.54489    ,  0.0000    ,  0.0000    , -1.6171    , -25.064    ,-0.11646    ,-0.27255E-02,-0.20972E-06,  0.0000    ,  0.0000    ,
"768-94-5",  6.3093    ,  0.0000    ,-0.72891E-02,  0.0000    ,-0.73157E-03,  0.0000    , -1.7925    ,-0.92948E-01,-0.69651E-01,-0.53097E-07,-0.18105E-04,-0.24729    , -3.9569    ,-0.92697E-01,-0.48905E-01,-0.16774E-04,-0.51067E-08,  0.0000    ,
"77-99-6",  12696.    ,  0.0000    , -664.13    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.79299E-04, -1489.0    , -9215.3    ,  0.0000    ,  0.0000    ,-0.82602E-04,-0.10467E-02, -1325.2    , -1.7353    ,-0.94259E-03,  0.0000    ,  0.0000    ,
"79-08-3",  55.303    ,  0.0000    ,-0.66797E-03,  0.0000    ,  0.0000    ,  0.0000    , -10.785    , -2.1975    , -1.2199    ,  0.0000    ,  0.0000    , -2.6857    , -37.910    ,-0.49334    ,-0.14065E-01,-0.70680E-06,  0.0000    ,  0.0000    ,
"80-46-6",  16.477    ,  0.0000    , -8.1092    ,  0.0000    ,-0.25478E-02,  0.0000    ,-0.45975E-01,-0.50135    , -5.9461    ,-0.17082E-05,-0.46822E-03,-0.23559E-02,-0.35387E-01,-0.73170    , -1.0380    ,-0.63538E-01,-0.29393E-06,  0.0000    ,
"84-74-2",  55.978    , 0.62869E-01,  0.0000    ,  0.0000    ,-0.80488E-02,  0.0000    ,  0.0000    ,-0.51456    , -2.5047    ,-0.50623E-05,-0.14504E-02,  0.0000    ,  0.0000    , -52.628    ,-0.37439    ,-0.12180E-01,-0.83210E-06,  0.0000    ,
"87-61-6",  30.369    ,  0.0000    , -14.875    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.28429    , -2.3622    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.3834    , -11.444    ,-0.19749E-01,  0.0000    ,  0.0000    ,
"89-63-4",  147.22    ,  0.0000    , -14.952    ,  0.0000    ,-0.79523E-02,  0.0000    ,  0.0000    , -18.078    , -112.93    ,-0.56297E-05,-0.16551E-02,  0.0000    ,  0.0000    ,  0.0000    , -1.2258    ,-0.24069E-01,-0.62036E-06,  0.0000    ,
"91-15-6",  217.45    ,  0.0000    , -18.062    ,  0.0000    ,-0.25409E-01,  0.0000    ,  0.0000    , -15.431    , -123.86    ,-0.16907E-04,-0.39985E-02,  0.0000    ,  0.0000    , -53.814    , -6.2545    ,-0.24768E-02,-0.50587E-05,  0.0000    ,
"928-96-1",  15.695    ,  0.0000    ,-0.23246    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.32948    , -2.3738    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -11.226    , -1.5333    ,-0.12000E-03,  0.0000    ,  0.0000    ,
"95-63-6",  649.13    ,  0.0000    , -179.39    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -6.0654    , -48.000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -92.268    , -323.23    ,-0.18994    ,  0.0000    ,  0.0000    ,
"96-29-7",  500.26    ,  0.0000    , -5.7549    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.94293E-04, -12.437    , -101.20    ,  0.0000    ,  0.0000    ,-0.13825E-03,-0.18718E-02, -334.66    , -46.245    ,-0.70486E-03,  0.0000    ,  0.0000    ,
"98-13-5",  118.08    ,  0.0000    , -46.762    ,  0.0000    ,-0.21993E-01,  0.0000    ,  0.0000    , -2.2240    , -13.957    ,-0.17439E-04,-0.41709E-02,  0.0000    ,  0.0000    , -51.363    , -3.4271    ,-0.31727    ,-0.64962E-05,  0.0000    ,
"98967-40-9", 0.81399    ,  0.0000    ,-0.63146E-04,  0.0000    ,  0.0000    ,  0.0000    ,-0.79988E-01,-0.53377E-01,-0.29598E-01,  0.0000    ,  0.0000    ,-0.47176E-01,-0.60369    ,-0.73192E-04,  0.0000    ,-0.22627E-06,  0.0000    ,  0.0000    ,
"56-41-7",  324.30    ,  0.0000    ,-0.55571    ,  0.0000    ,  0.0000    ,  0.0000    , -24.025    , -17.873    , -14.079    ,  0.0000    ,  0.0000    , -16.085    , -208.56    , -43.113    ,-0.93415E-02,-0.42600E-06,  0.0000    ,  0.0000    ,
"77-94-1",  16.921    ,  0.0000    ,-0.40578E-01,  0.0000    ,-0.14332E-02,  0.0000    ,-0.18461E-03, -1.0216    , -5.6856    ,-0.31333E-06,-0.14919E-03,-0.37181E-02,-0.39730E-01, -10.116    ,-0.63262E-02,-0.43127E-02,-0.40282E-07,  0.0000    ,
"79-74-3",  4.0782    ,  0.0000    , -3.4328    ,  0.0000    ,-0.52386E-03,  0.0000    ,-0.15167E-01,-0.37476E-01,-0.25771    ,-0.14744E-06,-0.70715E-04,-0.14576E-03,-0.14526E-02,-0.31754    ,-0.14890E-02,-0.14054E-01,-0.19091E-07,  0.0000    ,
"81-33-4",  19.620    ,  0.0000    ,-0.25353    ,  0.0000    ,-0.14081E-02,  0.0000    ,-0.12465E-06, -2.2586    , -12.642    ,-0.23993E-04,-0.83059E-04,-0.34637E-06,-0.47049E-05, -4.4563    ,  0.0000    ,-0.78094E-02,-0.73793E-05,  0.0000    ,
"88-51-7",  40.489    ,  0.0000    ,-0.22699E-02,  0.0000    ,-0.27612E-02,  0.0000    , -5.5047    , -2.1874    , -1.1876    ,  0.0000    ,  0.0000    , -2.1457    , -28.374    , -1.0884    ,-0.30251E-04,-0.95863E-06,  0.0000    ,  0.0000    ,
"91-76-9",  868.33    ,  0.0000    , -26.712    ,  0.0000    ,-0.50826E-01,  0.0000    ,-0.17058E-01, -96.553    , -591.56    ,-0.67053E-05,-0.33699E-02,-0.24678E-01,-0.33718    , -153.02    ,-0.26440E-01,-0.96941E-02,-0.12734E-05,  0.0000    ,
"94-04-2",  57.347    ,  0.0000    ,-0.47227    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.42850    , -1.8906    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -46.123    , -8.4285    ,-0.59483E-03,  0.0000    ,  0.0000    ,
"96-69-5",  50.542    ,  0.0000    , -37.682    ,  0.0000    , -8.5264    ,  0.0000    ,-0.66044E-01,-0.23242    , -1.3592    ,-0.10110E-03,-0.51170E-02,-0.40277E-03,-0.35508E-02, -2.6461    ,-0.11958E-02,-0.98050E-01,-0.55839E-03,  0.0000    ,
"98-29-3",  55.580    ,  0.0000    ,-0.11283E-02,  0.0000    ,  0.0000    ,  0.0000    ,-0.34201E-04,-0.73559    , -1.4185    ,  0.0000    ,  0.0000    ,-0.19152E-02,-0.89160E-02, -53.400    ,-0.13940E-01,-0.14197E-03,  0.0000    ,  0.0000    ,
"99-63-8",  100.59    ,  0.0000    ,-0.93922E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -2.1093    , -7.8300    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -89.336    , -1.2228    ,-0.32568E-03,  0.0000    ,  0.0000    ,
"101-39-3",  223.97    ,  0.0000    , -2.3951    ,  0.0000    ,-0.29076E-01,  0.0000    ,  0.0000    , -4.8416    , -36.194    ,-0.17079E-04,-0.14031E-02,  0.0000    ,  0.0000    , -162.75    , -17.773    ,-0.71143E-02,-0.16011E-04,  0.0000    ,
"102-06-7",  237.49    ,  0.0000    ,-0.17775    ,  0.0000    ,-0.33690E-01,  0.0000    , -51.648    , -8.3148    , -5.1689    ,-0.51267E-05,-0.22194E-02, -11.164    , -160.90    ,-0.75544E-01,-0.99349E-03,-0.10473E-02,-0.11518E-05,  0.0000    ,
"103-49-1",  44.511    ,  0.0000    ,-0.38997    ,  0.0000    ,-0.64042E-02,  0.0000    , -2.4589    ,-0.69097    , -2.8502    ,-0.34790E-05,-0.10708E-02,-0.93944    , -15.524    , -21.534    ,-0.11036    ,-0.72233E-02,-0.51178E-06,  0.0000    ,
"104-68-7",  19.695    ,  0.0000    ,-0.48064E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.65258E-08, -1.0857    , -6.0565    ,  0.0000    ,  0.0000    ,-0.57797E-07,-0.69088E-06, -12.475    ,-0.29325E-01,-0.50426E-04,  0.0000    ,  0.0000    ,
"106-23-0",  167.22    ,  0.0000    , -4.0665    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.7506    , -11.906    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -122.32    , -27.159    ,-0.15002E-01,  0.0000    ,  0.0000    ,
"108-45-2",  752.15    ,  0.0000    , -72.855    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.22842    , -93.058    , -584.03    ,  0.0000    ,  0.0000    ,-0.12036    , -1.6675    ,  0.0000    ,-0.18362    ,-0.33456E-03,  0.0000    ,  0.0000    ,
"110-44-1",  148.73    ,  0.0000    ,-0.35171E-01,  0.0000    ,-0.26036E-01,  0.0000    , -36.338    , -3.5845    , -2.0931    ,-0.14206E-04,-0.33252E-02, -6.2851    , -95.365    , -4.7857    ,-0.21223    ,-0.15667E-04,-0.41397E-05,  0.0000    ,
"111-82-0",  39.759    ,  0.0000    ,-0.75139    ,  0.0000    ,-0.21482E-02,  0.0000    ,  0.0000    ,-0.17730    ,-0.95639    ,-0.40735E-06,-0.74427E-05,  0.0000    ,  0.0000    , -33.913    , -3.9567    ,-0.51542E-02,-0.26569E-05,  0.0000    ,
"112-38-9",  476.04    ,  0.0000    ,-0.17230    ,  0.0000    ,-0.10622    ,  0.0000    , -139.81    , -5.0950    , -3.3420    ,-0.57647E-04,-0.55851E-02, -17.796    , -291.11    , -15.450    , -3.1369    ,-0.11300E-01,-0.62033E-04,  0.0000    ,
"112-73-2",  4.7888    ,  0.0000    ,-0.58891    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.18942    , -2.1856    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.5472    ,-0.27625    ,-0.14714E-02,  0.0000    ,  0.0000    ,
"116-75-6",  1.6001    , 0.28104E-02,  0.0000    ,  0.0000    ,-0.96285E-01,  0.0000    ,  0.0000    ,-0.86371E-01,-0.38191    ,-0.54881E-01,-0.30030    ,  0.0000    ,  0.0000    ,-0.67354    ,  0.0000    ,-0.56337E-02,-0.52673E-02,  0.0000    ,
"118-82-1",  15.050    ,  0.0000    ,-0.39212    ,  0.0000    , -15.348    ,  0.0000    ,-0.19180E-03,-0.60588E-01,-0.34560    ,-0.39433E-02,-0.36356    ,-0.19946E-04,-0.20769E-03,  0.0000    ,  0.0000    ,-0.18858E-01,-0.63769E-02,  0.0000    ,
"121-60-8",  48.351    ,  0.0000    ,-0.34547E-01,  0.0000    ,-0.39955E-02,  0.0000    , -5.6801    , -2.6144    , -1.5920    ,  0.0000    ,  0.0000    , -2.5125    , -33.078    , -2.8386    ,-0.13141E-04,-0.13307E-04,  0.0000    ,  0.0000    ,
"123-11-5",  43.087    ,  0.0000    ,-0.15798    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.91417    , -6.4374    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -33.994    , -1.5820    ,-0.43802E-03,  0.0000    ,  0.0000    ,
"124-26-5",  37.549    ,  0.0000    ,-0.56192E-01,  0.0000    ,-0.21398E-01,  0.0000    ,-0.80346E-01, -1.4700    , -4.9185    ,-0.33370E-03,-0.85007E-01,-0.70429    , -8.7261    , -20.949    ,-0.71935E-01,-0.56205    ,-0.23362E-03,  0.0000    ,
"141-10-6",  479.16    ,  0.0000    , -8.4308    ,  0.0000    ,-0.64977E-01,  0.0000    ,  0.0000    , -4.5777    , -25.281    ,-0.47385E-05,-0.42164E-04,  0.0000    ,  0.0000    , -389.22    , -51.544    ,-0.25465E-01,-0.31525E-04,  0.0000    ,
"143-24-8",  18.571    ,  0.0000    ,-0.37403E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.60839    , -3.4425    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -14.478    ,-0.41719E-02,-0.16185E-05,  0.0000    ,  0.0000    ,
"342-25-6",  23.478    ,  0.0000    ,-0.12604    ,  0.0000    ,-0.29528E-02,  0.0000    ,  0.0000    ,-0.41401    , -2.2013    ,-0.26871E-05,-0.58594E-03,  0.0000    ,  0.0000    , -19.635    , -1.0967    ,-0.13565E-02,-0.82398E-06,  0.0000    ,
"515-84-4", -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    ,
"599-61-1",  9.2050    ,  0.0000    ,-0.82019    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.21885E-04, -1.1339    , -7.0993    ,  0.0000    ,  0.0000    ,-0.12475E-04,-0.17253E-03,-0.15124    ,-0.46976E-03,-0.87739E-04,  0.0000    ,  0.0000    ,
"618-88-2",  93.065    ,  0.0000    ,-0.35246E-02,  0.0000    ,-0.91204E-02,  0.0000    , -16.725    , -3.5953    , -1.8770    ,  0.0000    ,  0.0000    , -4.2549    , -59.135    , -7.5034    ,-0.12667E-05,-0.13403E-04,  0.0000    ,  0.0000    ,
